PlanningKey	ItemReference	Family	EraAdmissions	ProductionRoute	Reused	InventoryFile	InventoryLine	BindingSourceFile	BindingSourceLine	BindingSourceKind	Material	CandidateComponents	RequiredTags	RequestedWearProfile	RequiredLayerWeight	MissingStockNames	ComponentCapabilities	ComponentCompositionIssues	OutfitReferences	AdditionalSkinBriefs	OpenRequirements	Validation	DependencySourceSha256
sari_petticoat	industrialised_clothing_sari_petticoat	regional	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	259	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	247	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Long_Skirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Long Skirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["sari_ceremonial","sari_everyday"]	["narrow hem embroidery"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
scrub_top	industrialised_clothing_scrub_top	workwear	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	216	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	204	authored-dependency-decision	poly-cotton blend	["Holdable","Destroyable_Clothing","Wear_T-Shirt_Layer_0_5","Variable_2Colour","Container_Pocket"]	["Functions / Worn Items / Bodywear"]	T-Shirt	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","ILockable","IOpenable","IVariable","IWearable"]	[]	["hospital_scrubs"]	["small print","contrast neck"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
scrub_trousers	industrialised_clothing_scrub_trousers	workwear	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	217	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	205	authored-dependency-decision	poly-cotton blend	["Holdable","Destroyable_Clothing","Wear_Trousers_Layer_0_5","Variable_2Colour","Container_Pocket"]	["Functions / Worn Items / Bodywear"]	Trousers	0.5	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","ILockable","IOpenable","IVariable","IWearable"]	[]	["hospital_scrubs"]	["contrast seam"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
seamed_bra	industrialised_clothing_seamed_bra	foundation	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	53	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	41	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Bra_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Bra	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["ballet_performance","ballet_practice","cotton_daywear","hospital_scrubs","hotel_housekeeping","modern_office_skirt","qipao_formal","service_skirt_uniform","sixties_daywear"]	["lace overlay","satin band","embroidered cups"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
service_cap	industrialised_clothing_service_cap	headwear	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	177	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	165	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Hat_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Hats"]	Hat	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["parade_service","police_service","postal_service","railway_service","service_skirt_uniform","tropical_service"]	["civic piping","naval braid","rail badge","military band"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
service_skirt	industrialised_clothing_service_skirt	uniforms	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	233	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	221	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Skirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Skirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["service_skirt_uniform"]	["side stripe","subtle herringbone"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
service_tunic	industrialised_clothing_service_tunic	uniforms	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	222	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	210	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_High-Neck_Jacket_Layer_0_75","Variable_2Colour","Container_Pocket"]	["Functions / Worn Items / Bodywear"]	High-Neck Jacket	0.75	[]	["IAffectQuality","IContainer","IDestroyable","IHoldable","ILockable","IOpenable","IVariable","IWearable"]	[]	["police_service","postal_service","railway_service","service_skirt_uniform"]	["branch piping","regimental braid","civic buttons"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Real shoulder straps must accept separately supplied rank slides."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
shift_dress	industrialised_clothing_shift_dress	dresses	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	108	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	96	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Dress_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Dress	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["sixties_daywear"]	["geometric blocks","contrast collar"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
shirt_dress	industrialised_clothing_shirt_dress	dresses	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	104	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	92	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Long-Sleeved_Dress_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Long-Sleeved Dress	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["hotel_housekeeping"]	["striped","geometric print","service piping"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
shirtfront	industrialised_clothing_shirtfront	accessories	industrial;modern	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	143	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	131	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Shirtfront_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Detachable Garment Parts"]	Shirtfront	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	[]	["pleated","pique weave"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
short_sleeve_shirt	industrialised_clothing_short_sleeve_shirt	upper	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	63	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	51	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_T-Shirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	T-Shirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	[]	["geometric print","small floral","service piping"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
side_cap	industrialised_clothing_side_cap	headwear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	178	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	166	authored-dependency-decision	wool	["Holdable","Destroyable_Clothing","Wear_Skullcap_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Headwear"]	Skullcap	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["military_working","serge_battledress"]	["piping","neutral unit embroidery"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
silk_camisole	industrialised_clothing_silk_camisole	underwear	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	33	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	21	authored-dependency-decision	silk	["Holdable","Destroyable_Clothing","Wear_Camisole_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Camisole	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["evening_bias","industrial_evening"]	["lace inset","embroidered neckline","plain satin binding"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
silk_sleep_jacket	industrialised_clothing_silk_sleep_jacket	sleepwear	modern;nuclear;information	H	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	190	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	178	authored-dependency-decision	silk	["Holdable","Destroyable_Clothing","Wear_Shirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Shirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["silk_pyjamas"]	["tonal embroidery","contrast piping"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
silk_sleep_trousers	industrialised_clothing_silk_sleep_trousers	sleepwear	modern;nuclear;information	H	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	191	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	179	authored-dependency-decision	silk	["Holdable","Destroyable_Clothing","Wear_Trousers_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Trousers	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["silk_pyjamas"]	["tonal embroidery","contrast hems"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
silk_waistcoat	industrialised_clothing_silk_waistcoat	tailoring	industrial;modern;nuclear;information	H	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	116	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	104	authored-dependency-decision	silk	["Holdable","Destroyable_Clothing","Wear_Vest_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Vest	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["evening_tailored","professional_industrial"]	["brocade","embroidered front","satin"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
snow_boots	industrialised_clothing_snow_boots	footwear	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	252	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	240	authored-dependency-decision	polyester	["Holdable","Destroyable_Clothing","Wear_Boots","Variable_2Colour","Insulation_Strong"]	["Functions / Worn Items / Footwear"]	Boots	1	[]	["IAffectQuality","IDestroyable","IHoldable","IInsulating","IVariable","IWearable"]	[]	[]	["contrast cuff"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Rubber sole and insulating fill inputs."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
spats	industrialised_clothing_spats	accessories	industrial;modern;nuclear;information	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	274	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	261	authored-dependency-decision	felt	["Holdable","Destroyable_Clothing","Wear_Spats_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Spats	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["spatted_formal"]	["contrasting buttons","stitched edging"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Ankle/instep coverage and underfoot straps, not calf gaiters."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
sports_bra	industrialised_clothing_sports_bra	foundation	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	55	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	43	authored-dependency-decision	polyester	["Holdable","Destroyable_Clothing","Wear_Bra_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Bra	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["yoga_fitness"]	["colour-blocked","racer stripe","mesh-look print"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
sports_jersey	industrialised_clothing_sports_jersey	sportswear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	202	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	190	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_T-Shirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	T-Shirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["field_sport"]	["number panel","team bands","plain contrast collar"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
sports_socks	industrialised_clothing_sports_socks	hosiery	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	161	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	149	authored-dependency-decision	poly-cotton blend	["Holdable","Destroyable_Clothing","Wear_Socks_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Socks	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["cycling","track_training"]	["ankle stripe","team band"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
standing_collar	industrialised_clothing_standing_collar	accessories	industrial;modern	S	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	141	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	129	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Standing_Collar_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Detachable Garment Parts"]	Standing Collar	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["evening_tailored"]	["small embroidered edge"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Independent collar fastening and compatible shirt target."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
stiff_bib_shirt	industrialised_clothing_stiff_bib_shirt	upper	industrial;modern;nuclear	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	62	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	50	authored-dependency-decision	cotton	["Holdable","Destroyable_Clothing","Wear_Shirt_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Shirt	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["clerk_industrial","evening_tailored"]	["pleated bib","pique bib"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Independent collar/cuff attachment points and exact ensemble relations."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
stiletto_shoes	industrialised_clothing_stiletto_shoes	footwear	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	242	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	230	authored-dependency-decision	leather	["Holdable","Destroyable_Clothing","Wear_Low-Cut_Shoes","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Low-Cut Shoes	1	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["contemporary_wrap"]	["contrasting heel surface","scalloped edge"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Narrow heel geometry and cost; no invented movement effect."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
straw_boater	industrialised_clothing_straw_boater	headwear	industrial;modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	172	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	160	authored-dependency-decision	straw	["Holdable","Destroyable_Clothing","Wear_Hat_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Hats"]	Hat	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["walking_reform"]	["striped ribbon","woven band"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Native straw finish plus variable ribbon colour; one textile palette must not recolour all straw."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
straw_panama	industrialised_clothing_straw_panama	headwear	industrial;modern;nuclear;information	H	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	173	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	161	authored-dependency-decision	straw	["Holdable","Destroyable_Clothing","Wear_Hat_Layer_0_5","Variable_2Colour"]	["Functions / Worn Items / Hats"]	Hat	0.5	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["farm_overalls","hot_weather_tailoring"]	["braided band"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Fine plant-fibre analogue and native finish/palette evidence."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
stretch_swimsuit	industrialised_clothing_stretch_swimsuit	swimwear	nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	197	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	185	authored-dependency-decision	nylon	["Holdable","Destroyable_Clothing","Wear_Bodysuit_Layer_0_25","Variable_2Colour"]	["Functions / Worn Items / Bodywear"]	Bodysuit	0.25	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["modern_onepiece_swim"]	["colour-blocked","floral","geometric"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
studded_boots	industrialised_clothing_studded_boots	footwear	modern;nuclear;information	B	false	Design Documents/Seeding/Industrialised_Clothing_Wave1_Inventory.md	257	DatabaseSeeder/Seeders/IndustrialisedClothingDependencyPlan.Data.cs	245	authored-dependency-decision	leather	["Holdable","Destroyable_Clothing","Wear_Boots","Variable_2Colour"]	["Functions / Worn Items / Footwear"]	Boots	1	[]	["IAffectQuality","IDestroyable","IHoldable","IVariable","IWearable"]	[]	["field_sport"]	["contrasting stitch"]	["Validate actual wear geometry and the requested layer consumption; stock thickness variants preserve shared historical components rather than changing them globally.","Bind every colour/finish channel and material-appropriate palette, including standalone defaults and compatible skin accents.","Prove complete outfit anatomy, fit, optional/shape placement and attachments before Gate 5 outfit acceptance.","Studded sole input; no unsupported sport bonus."]	scope-reconciled;stock-names-audited;physical-unverified;production-unreviewed	f38b1e8de8e4c91c29fbcc51b592be876202cb71ed1ac682e81db6a23da8fa1c
