unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_door_ryu_warehouse_gate_370,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Ryukyu maritime East Asia,gate,a reed bronze warehouse gate,bronze,VeryLarge,Good,38400,56,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ryu_garden_gate_371,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Ryukyu maritime East Asia,gate,a checker oak garden gate,oak,VeryLarge,Good,40200,67,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ryu_grille_372,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Ryukyu maritime East Asia,grille,a radiating wrought iron metal grille,wrought iron,Large,Standard,42000,78,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ryu_strike_plate_373,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Ryukyu maritime East Asia,strike plate,a bird brass strike plate,brass,Small,VeryGood,1435,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ryu_hinge_pair_374,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Ryukyu maritime East Asia,hinges,a vine copper hinge pair,copper,Small,Good,1520,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ryu_keyring_375,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Ryukyu maritime East Asia,keyring,a geometric pewter keyring,pewter,Small,Standard,160,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ryu_escutcheon_376,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Ryukyu maritime East Asia,escutcheon,a cloud wrought iron keyhole escutcheon,wrought iron,Small,Poor,245,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ryu_warded_lock_377,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Ryukyu maritime East Asia,lock,a shell bronze warded lock,bronze,Small,Standard,330,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ryu_good_warded_lock_378,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Ryukyu maritime East Asia,lock,a reed brass fine warded lock,brass,Small,Good,415,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ryu_master_warded_lock_379,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Ryukyu maritime East Asia,lock,a rosette copper master warded lock,copper,Small,Good,500,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ryu_warded_key_380,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Ryukyu maritime East Asia,key,a checker pewter warded key,pewter,Small,Standard,585,151,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Ryukyu maritime East Asia; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_sea_panel_door_381,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,door,a geometric cedar door leaf,cedar,Large,VeryGood,24000,177,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_braced_door_382,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,door,a shell teak braced door,teak,Large,Good,25800,188,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_lockable_door_383,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,door,a rosette wood lockable door,wood,Large,Standard,27600,199,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_secure_door_384,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,door,a braided oak secure door,oak,Large,Poor,29400,210,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_shutter_385,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,shutter,a leaf-scroll pine shuttered opening,pine,Large,Standard,31200,221,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_screen_386,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,screen,a water-wave teak screen door,teak,Large,Good,33000,232,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_lattice_gate_387,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,gate,a flower-head wrought iron lattice gate,wrought iron,VeryLarge,Good,34800,243,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_courtyard_gate_388,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,gate,a bird bronze courtyard gate,bronze,VeryLarge,Standard,36600,254,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_warehouse_gate_389,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,gate,a geometric oak warehouse gate,oak,VeryLarge,VeryGood,38400,265,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_garden_gate_390,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,gate,a shell cedar garden gate,cedar,VeryLarge,Good,40200,276,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_grille_391,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Mainland South-east Asian courts,grille,a rosette brass metal grille,brass,Large,Standard,42000,287,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sea_strike_plate_392,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mainland South-east Asian courts,strike plate,a vine bronze strike plate,bronze,Small,Poor,160,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_sea_hinge_pair_393,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mainland South-east Asian courts,hinges,a geometric brass hinge pair,brass,Small,Standard,245,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_sea_keyring_394,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mainland South-east Asian courts,keyring,a cloud copper keyring,copper,Small,Good,330,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_sea_escutcheon_395,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mainland South-east Asian courts,escutcheon,a shell pewter keyhole escutcheon,pewter,Small,Good,415,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_sea_warded_lock_396,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mainland South-east Asian courts,lock,a reed wrought iron warded lock,wrought iron,Small,Standard,500,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_sea_good_warded_lock_397,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mainland South-east Asian courts,lock,a rosette bronze fine warded lock,bronze,Small,VeryGood,585,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_sea_master_warded_lock_398,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mainland South-east Asian courts,lock,a checker brass master warded lock,brass,Small,Good,670,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_sea_warded_key_399,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Mainland South-east Asian courts,key,a braided copper warded key,copper,Small,Standard,755,151,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_msea_panel_door_400,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,door,a flower-head cedar door leaf,cedar,Large,Poor,24000,133,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_braced_door_401,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,door,a bird teak braced door,teak,Large,Standard,25800,144,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_lockable_door_402,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,door,a geometric wood lockable door,wood,Large,Good,27600,155,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_secure_door_403,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,door,a shell oak secure door,oak,Large,Good,29400,166,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_shutter_404,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,shutter,a rosette pine shuttered opening,pine,Large,Standard,31200,177,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_screen_405,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,screen,a braided cedar screen door,cedar,Large,VeryGood,33000,188,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_lattice_gate_406,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,gate,a leaf-scroll wrought iron lattice gate,wrought iron,VeryLarge,Good,34800,199,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_courtyard_gate_407,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,gate,a water-wave bronze courtyard gate,bronze,VeryLarge,Standard,36600,210,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_warehouse_gate_408,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,gate,a flower-head oak warehouse gate,oak,VeryLarge,Poor,38400,221,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_garden_gate_409,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,gate,a bird cedar garden gate,cedar,VeryLarge,Standard,40200,232,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_grille_410,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maritime South-east Asian trade worlds,grille,a geometric wrought iron metal grille,wrought iron,Large,Good,42000,243,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_msea_strike_plate_411,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maritime South-east Asian trade worlds,strike plate,a bird wrought iron strike plate,wrought iron,Small,Good,330,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_msea_hinge_pair_412,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maritime South-east Asian trade worlds,hinges,a vine bronze hinge pair,bronze,Small,Standard,415,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_msea_keyring_413,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maritime South-east Asian trade worlds,keyring,a geometric brass keyring,brass,Small,VeryGood,500,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_msea_escutcheon_414,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maritime South-east Asian trade worlds,escutcheon,a cloud copper keyhole escutcheon,copper,Small,Good,585,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_msea_warded_lock_415,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maritime South-east Asian trade worlds,lock,a shell pewter warded lock,pewter,Small,Standard,670,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_msea_good_warded_lock_416,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maritime South-east Asian trade worlds,lock,a reed wrought iron fine warded lock,wrought iron,Small,Poor,755,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_msea_master_warded_lock_417,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maritime South-east Asian trade worlds,lock,a rosette bronze master warded lock,bronze,Small,Standard,840,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_msea_warded_key_418,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maritime South-east Asian trade worlds,key,a checker brass warded key,brass,Small,Good,925,151,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_ias_panel_door_419,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,door,a radiating oak door leaf,oak,Large,Good,24000,89,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_braced_door_420,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,door,a sunburst pine braced door,pine,Large,Standard,25800,100,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_lockable_door_421,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,door,a knotted cedar lockable door,cedar,Large,VeryGood,27600,111,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_secure_door_422,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,door,a star teak secure door,teak,Large,Good,29400,122,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_shutter_423,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,shutter,a vine wood shuttered opening,wood,Large,Standard,31200,133,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_screen_424,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,screen,a cloud cedar screen door,cedar,Large,Poor,33000,144,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_ias_lattice_gate_425,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Inner Asian steppe frontier,gate,a reed cedar lattice gate,cedar,VeryLarge,Standard,34800,155,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Inner Asian steppe frontier; availability Early Modern. Door behaviour is limited to the attached supported component profile."
