stable_reference	source_file	source_line	source_scope	kind	family	disposition	rationale	review_status
preindustrial_food_crustacean_skewer	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	134	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_crustacean_root_stew	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	135	Shared	Prepared	Stew	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_crustacean_shell_broth	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	136	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_crustacean_rice_pilaf	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	137	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_crustacean_barley_bake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	138	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_crustacean_feast_pie	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	139	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dressed_fresh_oysters	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	140	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_crumb_baked_oysters	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	141	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_coal_grilled_oysters	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	142	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fried_oyster_morsels	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	143	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_deep_oyster_pie	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	144	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_steamed_mussel_pot	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	145	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mussel_broth	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	146	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_mussel_crumb_bake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	147	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_clear_clam_broth	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	148	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_baked_stuffed_clams	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	149	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_clam_fritters	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	150	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_seared_scallop_medallions	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	151	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_scallop_herb_skewer	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	152	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_scallop_custard_pie	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	153	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_garlic_herb_snails	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	154	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_snail_and_onion_stew	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	155	Shared	Prepared	Stew	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_boiled_whelk_bowl	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	156	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_griddled_cockles	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	157	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_ember_roasted_limpets	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	158	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_grand_mixed_shellfish_dish	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	159	Shared	Prepared	Shellfish	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fish_and_shellfish_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	160	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_creamy_fish_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	161	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_thick_fish_chowder	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	162	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_clear_river_fish_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	163	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_roasted_fish_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	164	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_sour_shellfish_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	165	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_spiced_crustacean_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	166	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fish_head_broth	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	167	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fish_bone_broth	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	168	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_roe_thickened_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	169	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fish_skin_sour_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	170	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_shellfish_barley_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	171	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fish_rice_congee	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	172	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_shellfish_rice_gruel	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	173	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fish_bread_soup	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	174	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_shellfish_bread_sop	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	175	Shared	Prepared	Soup	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_green_fish_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	176	Shared	Prepared	Stew	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_root_and_fish_pottage	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	177	Shared	Prepared	Stew	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fish_and_pulse_stew	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	178	Shared	Prepared	Stew	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_shellfish_festival_stew	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	179	Shared	Prepared	Stew	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_smoke_dried_whole_fish	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	180	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_salted_fish_side	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	181	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_sun_dried_fish_strips	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	182	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_hot_smoked_fish_portion	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	183	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_cold_smoked_fish_slice	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	184	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_potted_smoked_fish	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	185	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_jellied_fish_portion	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	186	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_jellied_eel_bowl	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	187	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fermented_fish_cakes	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	188	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fermented_fish_and_rice	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	189	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_salted_fish_roe_cake	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	190	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_smoked_roe_sac	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	191	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_dried_shellfish_meat	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	192	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_smoked_mussel_skewer	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	193	Shared	Prepared	Preserved	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_cleaned_fish_for_stuffing	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	194	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_boned_fish_fillet_sheet	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	195	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_pounded_fish_forcemeat	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	196	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_seasoned_fish_stuffing	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	197	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_cleaned_roe_sac	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	198	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_picked_crustacean_meat	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	199	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_cleaned_mollusc_meats	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	200	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_crushed_shellfish_crumb_mix	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fish-shellfish.food-items.tsv	201	Shared	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
preindustrial_food_sliced_fresh_apples	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	2	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_sliced_fresh_pears	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	3	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_berry_bowl	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	4	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_fig_plate	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	5	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_date_cluster	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	6	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_grape_bunch	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	7	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_melon_slices	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	8	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_citrus_segments	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	9	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_pomegranate_arils	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	10	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_stonefruit_plate	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	11	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_tropical_fruit_plate	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	12	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_cactus_fruit	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	13	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_pineapple_slices	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	14	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_papaya_slices	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	15	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_guava_wedges	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	16	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fruit_and_toasted_nuts	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	17	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fruit_and_fresh_cheese	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	18	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honeyed_fresh_fruit	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	19	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_spiced_fresh_fruit	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	20	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_fresh_fruit_nut_salad	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	21	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_plain_baked_apple	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	22	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_baked_apple	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	23	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_nut_stuffed_apple	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	24	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_plain_baked_pear	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	25	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_spiced_baked_pear	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	26	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_baked_quince	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	27	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_roasted_figs	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	28	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_roasted_dates	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	29	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_ember_roasted_fruit	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	30	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_plain_stewed_apples	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	31	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_plain_stewed_pears	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	32	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_stewed_plums	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	33	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_stewed_berries	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	34	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_stewed_dried_fruit	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	35	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_honey_fruit_compote	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	36	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_spiced_fruit_compote	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	37	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
preindustrial_food_wine_stewed_fruit	DatabaseSeeder/Seeders/FoodCatalogue/Shared/fruit-nut-sweet.food-items.tsv	38	Shared	Prepared	Fruit	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
