unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_jewellery_eal_badge_287,Renaissance,Renaissance,Jewellery & devotional,personal adornment,East Asian Literati,badge,a vine coral badge,coral,Tiny,Standard,20,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / East Asian Literati,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_temple_ring_288,Renaissance,Renaissance,Jewellery & devotional,personal adornment,East Asian Literati,temple ring,a geometric garnet temple ring,garnet,Tiny,Poor,27,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / East Asian Literati,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_torc_289,Renaissance,Renaissance,Jewellery & devotional,personal adornment,East Asian Literati,torc,a cloud agate torc,agate,Tiny,Standard,34,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / East Asian Literati,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_wreath_290,Renaissance,Renaissance,Jewellery & devotional,personal adornment,East Asian Literati,wreath,a shell carnelian wreath,carnelian,Tiny,Good,41,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / East Asian Literati,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_prayer_beads_291,Renaissance,Renaissance,Jewellery & devotional,personal devotional,East Asian Literati,prayer bead strand,a reed lapis lazuli prayer bead strand,lapis lazuli,Tiny,Good,48,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_devotional_medal_292,Renaissance,Renaissance,Jewellery & devotional,personal devotional,East Asian Literati,devotional medal,a rosette turquoise devotional medal,turquoise,Tiny,Standard,55,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_devotional_badge_293,Renaissance,Renaissance,Jewellery & devotional,personal devotional,East Asian Literati,devotional badge,a checker jade devotional badge,jade,Tiny,VeryGood,62,35,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_prayer_cord_294,Renaissance,Renaissance,Jewellery & devotional,personal devotional,East Asian Literati,prayer cord,a braided linen prayer cord,linen,Tiny,Good,69,44,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Jewellery and devotional work,Weaving,Renaissance personal devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_votive_token_295,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,East Asian Literati,votive token,a radiating faience votive token,faience,Small,Standard,76,53,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance institutional devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_scripture_box_296,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,East Asian Literati,small scripture box,a leaf-scroll pewter small scripture box,pewter,Small,Poor,83,62,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_offering_bowl_297,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,East Asian Literati,offering bowl,a sunburst bronze offering bowl,bronze,Small,Standard,90,71,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_incense_holder_298,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,East Asian Literati,incense holder,a water-wave brass incense holder,brass,Small,Good,20,80,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_portable_panel_299,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,East Asian Literati,small devotional panel,a knotted wood small devotional panel,wood,Small,Good,27,89,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Misc,Jewellery and devotional work,Carpentry,Renaissance institutional devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_eal_processional_ornament_300,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,East Asian Literati,processional ornament,a flower-head pewter processional ornament,pewter,Small,Standard,34,98,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission East Asian Literati; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_ring_301,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,ring,a flower-head carnelian ring,carnelian,Tiny,VeryGood,41,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_signet_ring_302,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,ring,a star lapis lazuli ring,lapis lazuli,Tiny,VeryGood,48,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_pendant_303,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,pendant,a bird turquoise pendant,turquoise,Tiny,Standard,55,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_bead_necklace_304,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,necklace,a vine jade necklace,jade,Tiny,Poor,62,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_chain_necklace_305,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,necklace,a geometric quartz necklace,quartz,Tiny,Standard,69,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_bracelet_306,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,bracelet,a cloud faience bracelet,faience,Tiny,Good,76,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Bracelet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_armlet_307,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,armlet,a shell pewter armlet,pewter,Tiny,Good,83,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_anklet_308,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,anklet,a reed copper anklet,copper,Tiny,Standard,90,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_earrings_309,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,earrings,a rosette bronze earrings,bronze,Tiny,VeryGood,20,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_brooch_310,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,brooch,a checker silver brooch,silver,Tiny,Good,27,35,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_pin_311,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,pin,a braided gold pin,gold,Tiny,Standard,34,44,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_hairpin_312,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,hairpin,a radiating brass hairpin,brass,Tiny,Poor,41,53,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_circlet_313,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,circlet,a leaf-scroll glass circlet,glass,Tiny,Standard,48,62,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Circlet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_diadem_314,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,diadem,a sunburst bone diadem,bone,Tiny,Good,55,71,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Diadem; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_waist_chain_315,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,waist chain,a water-wave shell waist chain,shell,Tiny,Good,62,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_belt_ornament_316,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,belt ornament,a knotted ivory belt ornament,ivory,Tiny,Standard,69,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_badge_317,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,badge,a flower-head pearl badge,pearl,Tiny,VeryGood,76,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_temple_ring_318,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,temple ring,a star amber temple ring,amber,Tiny,Good,83,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_torc_319,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,torc,a bird coral torc,coral,Tiny,Standard,90,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_wreath_320,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Japanese,wreath,a vine garnet wreath,garnet,Tiny,Poor,20,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_prayer_beads_321,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Japanese,prayer bead strand,a geometric agate prayer bead strand,agate,Tiny,Standard,27,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_devotional_medal_322,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Japanese,devotional medal,a cloud carnelian devotional medal,carnelian,Tiny,Good,34,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_devotional_badge_323,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Japanese,devotional badge,a shell lapis lazuli devotional badge,lapis lazuli,Tiny,Good,41,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_prayer_cord_324,Renaissance,Renaissance,Jewellery & devotional,personal devotional,Japanese,prayer cord,a reed linen prayer cord,linen,Tiny,Standard,48,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Garlands; Market / Jewellery / Standard Jewellery; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Wear_Neck_Garland; Destroyable_Clothing,Jewellery and devotional work,Weaving,Renaissance personal devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_votive_token_325,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Japanese,votive token,a rosette jade votive token,jade,Small,VeryGood,55,17,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance institutional devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_scripture_box_326,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Japanese,small scripture box,a checker quartz small scripture box,quartz,Small,Good,62,26,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance institutional devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_offering_bowl_327,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Japanese,offering bowl,a braided silver offering bowl,silver,Small,Standard,69,35,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_incense_holder_328,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Japanese,incense holder,a radiating pewter incense holder,pewter,Small,Poor,76,44,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_portable_panel_329,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Japanese,small devotional panel,a leaf-scroll wood small devotional panel,wood,Small,Standard,83,53,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Destroyable_Misc,Jewellery and devotional work,Carpentry,Renaissance institutional devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_jpn_processional_ornament_330,Renaissance,Renaissance,Jewellery & devotional,institutional devotional,Japanese,processional ornament,a sunburst brass processional ornament,brass,Small,Good,90,62,Era / Renaissance Era; Functions / Household Items / Household Religious Items; Market / Religious Goods / Devotional Goods; Culture / Renaissance / Shared / Japanese,Holdable; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance institutional devotional catalogue; culture admission Japanese; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_ring_331,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,ring,a knotted agate ring,agate,Tiny,Good,20,71,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_signet_ring_332,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,ring,a flower-head carnelian ring,carnelian,Tiny,VeryGood,27,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_pendant_333,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,pendant,a star lapis lazuli pendant,lapis lazuli,Tiny,VeryGood,34,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_bead_necklace_334,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,necklace,a bird turquoise necklace,turquoise,Tiny,Good,41,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_chain_necklace_335,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,necklace,a vine jade necklace,jade,Tiny,Standard,48,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_mea_bracelet_336,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Maritime East Asian,bracelet,a geometric quartz bracelet,quartz,Tiny,Poor,55,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Maritime East Asian,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Maritime East Asian; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
