unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_jewellery_ena_torc_619,Early Modern,Early Modern,Jewellery & devotional,personal adornment,English French Dutch colonial North America,torc,a reed amber torc,amber,Tiny,Good,34,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ena_wreath_620,Early Modern,Early Modern,Jewellery & devotional,personal adornment,English French Dutch colonial North America,wreath,a rosette coral wreath,coral,Tiny,Standard,41,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission English French Dutch colonial North America; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_ring_621,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,ring,a checker garnet ring,garnet,Tiny,VeryGood,48,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_signet_ring_622,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,ring,a braided agate ring,agate,Tiny,Good,55,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_pendant_623,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,pendant,a radiating carnelian pendant,carnelian,Tiny,Standard,62,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_bead_necklace_624,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,necklace,a leaf-scroll lapis lazuli necklace,lapis lazuli,Tiny,Poor,69,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_chain_necklace_625,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,necklace,a sunburst turquoise necklace,turquoise,Tiny,Standard,76,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_bracelet_626,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,bracelet,a water-wave jade bracelet,jade,Tiny,Good,83,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_armlet_627,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,armlet,a knotted quartz armlet,quartz,Tiny,Good,90,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_anklet_628,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,anklet,a flower-head faience anklet,faience,Tiny,Standard,20,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_earrings_629,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,earrings,a star pewter earrings,pewter,Tiny,VeryGood,27,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_brooch_630,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,brooch,a bird copper brooch,copper,Tiny,Good,34,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_pin_631,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,pin,a vine bronze pin,bronze,Tiny,Standard,41,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_hairpin_632,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,hairpin,a geometric silver hairpin,silver,Tiny,Poor,48,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_circlet_633,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,circlet,a cloud gold circlet,gold,Tiny,Standard,55,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_diadem_634,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,diadem,a shell brass diadem,brass,Tiny,Good,62,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery,Holdable; Wear_Diadem; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_waist_chain_635,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,waist chain,a reed glass waist chain,glass,Tiny,Good,69,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,Holdable; Wear_Waist_Chain; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_belt_ornament_636,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,belt ornament,a rosette bone belt ornament,bone,Tiny,Standard,76,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_badge_637,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,badge,a checker shell badge,shell,Tiny,VeryGood,83,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_temple_ring_638,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,temple ring,a braided ivory temple ring,ivory,Tiny,Good,90,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_torc_639,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,torc,a radiating pearl torc,pearl,Tiny,Standard,20,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_ina_wreath_640,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Indigenous North American regional families,wreath,a leaf-scroll amber wreath,amber,Tiny,Poor,27,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Indigenous North American regional families; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_ring_641,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,ring,a leaf-scroll copper ring,copper,Tiny,Standard,34,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_signet_ring_642,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,ring,a sunburst bronze ring,bronze,Tiny,Excellent,41,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_pendant_643,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,pendant,a water-wave silver pendant,silver,Tiny,Good,48,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_bead_necklace_644,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,necklace,a knotted gold necklace,gold,Tiny,Standard,55,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_chain_necklace_645,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,necklace,a flower-head brass necklace,brass,Tiny,VeryGood,62,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_bracelet_646,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,bracelet,a star glass bracelet,glass,Tiny,Good,69,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_armlet_647,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,armlet,a bird bone armlet,bone,Tiny,Standard,76,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_anklet_648,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,anklet,a vine shell anklet,shell,Tiny,Poor,83,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_earrings_649,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,earrings,a geometric ivory earrings,ivory,Tiny,Standard,90,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_brooch_650,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,brooch,a cloud pearl brooch,pearl,Tiny,Good,20,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_pin_651,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,pin,a shell amber pin,amber,Tiny,Good,27,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_hairpin_652,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,hairpin,a reed coral hairpin,coral,Tiny,Standard,34,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_circlet_653,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,circlet,a rosette garnet circlet,garnet,Tiny,VeryGood,41,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Circlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_diadem_654,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,diadem,a checker agate diadem,agate,Tiny,Good,48,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery,Holdable; Wear_Diadem; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_waist_chain_655,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,waist chain,a braided carnelian waist chain,carnelian,Tiny,Standard,55,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_belt_ornament_656,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,belt ornament,a radiating lapis lazuli belt ornament,lapis lazuli,Tiny,Poor,62,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_badge_657,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,badge,a leaf-scroll turquoise badge,turquoise,Tiny,Standard,69,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_temple_ring_658,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,temple ring,a sunburst jade temple ring,jade,Tiny,Good,76,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_torc_659,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,torc,a water-wave quartz torc,quartz,Tiny,Good,83,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_mca_wreath_660,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mesoamerican colonial Indigenous,wreath,a knotted faience wreath,faience,Tiny,Standard,90,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Mesoamerican colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_ring_661,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,ring,a water-wave carnelian ring,carnelian,Tiny,VeryGood,20,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_signet_ring_662,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,ring,a knotted lapis lazuli ring,lapis lazuli,Tiny,VeryGood,27,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_pendant_663,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,pendant,a flower-head turquoise pendant,turquoise,Tiny,Standard,34,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_bead_necklace_664,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,necklace,a star jade necklace,jade,Tiny,Poor,41,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_chain_necklace_665,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,necklace,a bird quartz necklace,quartz,Tiny,Standard,48,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_bracelet_666,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,bracelet,a vine faience bracelet,faience,Tiny,Good,55,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_armlet_667,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,armlet,a geometric pewter armlet,pewter,Tiny,Good,62,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_anklet_668,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,anklet,a cloud copper anklet,copper,Tiny,Standard,69,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_and_earrings_669,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Andean colonial Indigenous,earrings,a shell bronze earrings,bronze,Tiny,VeryGood,76,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Andean colonial Indigenous; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
