unique_reference,sdesc,fdesc
medieval_jewellery_limb_motif_silver_armlet,a $motif silver armlet,"This limb ornament is practical in scale even when it is decorative in intent. Pale silver brightened at its raised surfaces shows most clearly on the outer face, while the side that rests against the wearer is quieter. Rubbing has brightened the exposed parts of the $motif silver armlet without making it look neglected. The $motif silver armlet reads as wealthy adornment rather than a tool, charm, or container."
medieval_jewellery_limb_coral_set_armlet,a coral-set armlet,"A coral-set armlet is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and visible coral detail worked into the public face gives the piece a recognisable worked surface. Rubbing has brightened the exposed parts of the coral-set armlet without making it look neglected. The coral-set armlet is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_limb_steppe_silver_arm_ring,a steppe silver arm ring,"A steppe silver arm ring would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Close inspection of the steppe silver arm ring shows small tool marks rather than cast-perfect smoothness. The steppe silver arm ring is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_limb_heavy_bronze_arm_ring,a heavy bronze arm ring,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A slightly widened face meant to turn outward breaks up the line of brown-gold bronze with rubbed high points. Fine wear gathers around the armlet's highest places, leaving a slightly widened face meant to turn outward easier to pick out. The piece would signal ordinary market taste while remaining straightforward jewellery."
medieval_jewellery_limb_copper_anklet,a copper anklet,"This limb ornament is practical in scale even when it is decorative in intent. Warm reddish copper darkened in the recesses shows most clearly on the outer face, while the side that rests against the wearer is quieter. Rubbing has brightened the exposed parts of the copper anklet without making it look neglected. The copper anklet is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_limb_paired_brass_anklet_set,a paired brass anklet set,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. The inner side kept plainer than the visible outer arc breaks up the line of yellow brass polished brighter on the edges. Rubbing has brightened the exposed parts of the paired brass anklet set without making it look neglected. The paired brass anklet set carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_limb_paired_silver_anklet_set,a paired silver anklet set,"A paired silver anklet set is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and the inner side kept plainer than the visible outer arc gives the piece a recognisable worked surface. Rubbing has brightened the exposed parts of the paired silver anklet set without making it look neglected. The paired silver anklet set is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_limb_bell_less_bronze_anklet,a bell-less bronze anklet,"A bell-less bronze anklet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Rubbing has brightened the exposed parts of the bell-less bronze anklet without making it look neglected. The piece would signal ordinary market taste while remaining straightforward jewellery."
medieval_jewellery_limb_cowrie_shell_anklet_string,a cowrie shell anklet string,"A cowrie shell anklet string would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The worked parts of the cowrie shell anklet string are decorative, but none suggest a moving catch or concealed compartment. The cowrie shell anklet string carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_limb_conch_shell_anklet,a conch shell anklet,"A conch shell anklet is made to circle a limb, with cut conch shell with creamy curves and warmer pinkish edges providing the visible body of the ornament. The edges are kept low and rounded, and the inner side kept plainer than the visible outer arc gives the piece a recognisable worked surface. Small handling marks cross the conch shell anklet unevenly, especially where it would brush cloth or skin. The conch shell anklet leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_limb_gold_court_anklet,a gold court anklet,"A gold court anklet is made to circle a limb, with deep yellow gold with a warm, steady shine providing the visible body of the ornament. The edges are kept low and rounded, and the inner side kept plainer than the visible outer arc gives the piece a recognisable worked surface. Rubbing has brightened the exposed parts of the gold court anklet without making it look neglected. The gold court anklet leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_limb_glass_bead_anklet,a glass bead anklet,"A glass bead anklet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Fine wear gathers around the anklet's highest places, leaving the inner side kept plainer than the visible outer arc easier to pick out. The glass bead anklet feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_limb_coral_bead_anklet,a coral bead anklet,"This limb ornament is practical in scale even when it is decorative in intent. Coral beads with a warm sea-worn surface shows most clearly on the outer face, while the side that rests against the wearer is quieter. Small handling marks cross the coral bead anklet unevenly, especially where it would brush cloth or skin. The coral bead anklet is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_limb_braided_hemp_anklet,a braided hemp anklet,"A braided hemp anklet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Fine wear gathers around the anklet's highest places, leaving the inner side kept plainer than the visible outer arc easier to pick out. The piece would signal simple household taste while remaining straightforward jewellery."
medieval_jewellery_limb_plain_silver_toe_ring,a plain silver toe ring,"A plain silver toe ring would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The hidden side of the plain silver toe ring is plainer, so attention stays on a small open gap where the band can be adjusted and the visible finish. The plain silver toe ring carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_limb_paired_silver_toe_ring_set,a paired silver toe-ring set,"A paired silver toe-ring set would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The hidden side of the paired silver toe-ring set is plainer, so attention stays on a small open gap where the band can be adjusted and the visible finish. The piece would signal ordinary market taste while remaining straightforward jewellery."
medieval_jewellery_limb_copper_toe_ring,a copper toe ring,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A small open gap where the band can be adjusted breaks up the line of warm reddish copper darkened in the recesses. The hidden side of the copper toe ring is plainer, so attention stays on a small open gap where the band can be adjusted and the visible finish. The copper toe ring is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_limb_gold_toe_ring,a gold toe ring,"A gold toe ring is made to circle a limb, with deep yellow gold with a warm, steady shine providing the visible body of the ornament. The edges are kept low and rounded, and a small open gap where the band can be adjusted gives the piece a recognisable worked surface. Fine wear gathers around the ring's highest places, leaving a small open gap where the band can be adjusted easier to pick out. The gold toe ring is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_limb_shell_set_toe_ring,a shell-set toe ring,"A shell-set toe ring is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and visible shell detail worked into the public face gives the piece a recognisable worked surface. The worked parts of the shell-set toe ring are decorative, but none suggest a moving catch or concealed compartment. The shell-set toe ring leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_limb_brass_toe_ring,a brass toe ring,"A brass toe ring is made to circle a limb, with yellow brass polished brighter on the edges providing the visible body of the ornament. The edges are kept low and rounded, and a small open gap where the band can be adjusted gives the piece a recognisable worked surface. The hidden side of the brass toe ring is plainer, so attention stays on a small open gap where the band can be adjusted and the visible finish. The brass toe ring carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_limb_tiny_pearl_toe_ring,a tiny pearl toe ring,"A tiny pearl toe ring is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and visible pearl detail worked into the public face gives the piece a recognisable worked surface. The worked parts of the tiny pearl toe ring are decorative, but none suggest a moving catch or concealed compartment. The tiny pearl toe ring reads as wealthy adornment rather than a tool, charm, or container."
medieval_jewellery_limb_motif_toe_ring,a $motif toe ring,"A $motif toe ring is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and the selected motif set into the outward-facing surface gives the piece a recognisable worked surface. Small handling marks cross the $motif toe ring unevenly, especially where it would brush cloth or skin. The $motif toe ring carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_ear_pair_of_copper_hoop_earrings,a pair of copper hoop earrings,"The ornament is light in the hand, with a small hanging point polished more brightly than the rest worked into the part most likely to catch the eye. Warm reddish copper darkened in the recesses gives it colour and finish without making it look bulky. Close inspection of the pair of copper hoop earrings shows small tool marks rather than cast-perfect smoothness. The pair of copper hoop earrings carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_ear_pair_of_bronze_hoop_earrings,a pair of bronze hoop earrings,"A pair of bronze hoop earrings is small enough to depend on close detail, not weight. The visible face uses brown-gold bronze with rubbed high points, while the back and fastening are plainer. Small handling marks cross the pair of bronze hoop earrings unevenly, especially where it would brush cloth or skin. The pair of bronze hoop earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_pair_of_silver_hoop_earrings,a pair of silver hoop earrings,"There is a deliberate economy to the piece: little material, but careful placement. Pale silver brightened at its raised surfaces stands out in the face of the ornament, with simpler work hidden behind it. Close inspection of the pair of silver hoop earrings shows small tool marks rather than cast-perfect smoothness. The pair of silver hoop earrings carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_ear_pair_of_gold_hoop_earrings,a pair of gold hoop earrings,"A pair of gold hoop earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. The worked parts of the pair of gold hoop earrings are decorative, but none suggest a moving catch or concealed compartment. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_ear_pair_of_pearl_drop_earrings,a pair of pearl drop earrings,"A pair of pearl drop earrings is small enough to depend on close detail, not weight. The visible face uses small pearls with uneven but gentle lustre, while the back and fastening are plainer. Small handling marks cross the pair of pearl drop earrings unevenly, especially where it would brush cloth or skin. The pair of pearl drop earrings leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_ear_pair_of_coral_drop_earrings,a pair of coral drop earrings,"A pair of coral drop earrings is small enough to depend on close detail, not weight. The visible face uses coral beads with a warm sea-worn surface, while the back and fastening are plainer. Small handling marks cross the pair of coral drop earrings unevenly, especially where it would brush cloth or skin. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_ear_pair_of_glass_bead_earrings,a pair of glass bead earrings,"A pair of glass bead earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Close inspection of the pair of glass bead earrings shows small tool marks rather than cast-perfect smoothness. The pair of glass bead earrings reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_ear_pair_of_amber_bead_earrings,a pair of amber bead earrings,"There is a deliberate economy to the piece: little material, but careful placement. Honey-coloured amber with cloudy threads caught inside stands out in the face of the ornament, with simpler work hidden behind it. Close inspection of the pair of amber bead earrings shows small tool marks rather than cast-perfect smoothness. The pair of amber bead earrings feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_ear_pair_of_turquoise_earrings,a pair of turquoise earrings,"The ornament is light in the hand, with a small hanging point polished more brightly than the rest worked into the part most likely to catch the eye. Blue-green turquoise with fine darker lines gives it colour and finish without making it look bulky. Rubbing has brightened the exposed parts of the pair of turquoise earrings without making it look neglected. The pair of turquoise earrings feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_ear_pair_of_garnet_earrings,a pair of garnet earrings,"The ornament is light in the hand, with a small hanging point polished more brightly than the rest worked into the part most likely to catch the eye. Dark red stones that brighten at their cut edges gives it colour and finish without making it look bulky. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The pair of garnet earrings leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_ear_pair_of_silver_wire_earrings,a pair of silver wire earrings,"A pair of silver wire earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The pair of silver wire earrings feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_ear_pair_of_gilded_bronze_earrings,a pair of gilded bronze earrings,"A pair of gilded bronze earrings is small enough to depend on close detail, not weight. The visible face uses bronze showing through a thin golden surface at nicks and bends, while the back and fastening are plainer. The worked parts of the pair of gilded bronze earrings are decorative, but none suggest a moving catch or concealed compartment. The pair of gilded bronze earrings leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_ear_single_bronze_earring,a single bronze earring,"A single bronze earring has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Close inspection of the single bronze earring shows small tool marks rather than cast-perfect smoothness. The single bronze earring reads as commoner adornment rather than a tool, charm, or container."
medieval_jewellery_ear_single_silver_earring,a single silver earring,"A single silver earring has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Close inspection of the single silver earring shows small tool marks rather than cast-perfect smoothness. The single silver earring is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_single_gold_earring,a single gold earring,"A single gold earring has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The single gold earring leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_ear_pair_of_conch_shell_earrings,a pair of conch shell earrings,"There is a deliberate economy to the piece: little material, but careful placement. Cut conch shell with creamy curves and warmer pinkish edges stands out in the face of the ornament, with simpler work hidden behind it. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The pair of conch shell earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_pair_of_cowrie_earrings,a pair of cowrie earrings,"A pair of cowrie earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Fine wear gathers around the earring's highest places, leaving a small hanging point polished more brightly than the rest easier to pick out. The pair of cowrie earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_pair_of_mother_of_pearl_earrings,a pair of mother-of-pearl earrings,"The ornament is light in the hand, with a small hanging point polished more brightly than the rest worked into the part most likely to catch the eye. Mother-of-pearl flashing softly under the surface gives it colour and finish without making it look bulky. The worked parts of the pair of mother-of-pearl earrings are decorative, but none suggest a moving catch or concealed compartment. The pair of mother-of-pearl earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_pair_of_jade_earrings,a pair of jade earrings,"A pair of jade earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Rubbing has brightened the exposed parts of the pair of jade earrings without making it look neglected. The pair of jade earrings carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_ear_pair_of_lapis_bead_earrings,a pair of lapis bead earrings,"There is a deliberate economy to the piece: little material, but careful placement. Deep blue stone flecked with paler specks stands out in the face of the ornament, with simpler work hidden behind it. Close inspection of the pair of lapis bead earrings shows small tool marks rather than cast-perfect smoothness. The pair of lapis bead earrings leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_ear_pair_of_carneliearrings,a pair of carnelian earrings,"A pair of carnelian earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Rubbing has brightened the exposed parts of the pair of carnelian earrings without making it look neglected. The pair of carnelian earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_pair_of_rock_crystal_earrings,a pair of rock crystal earrings,"A pair of rock crystal earrings is small enough to depend on close detail, not weight. The visible face uses clear rock crystal with tiny inner veils, while the back and fastening are plainer. The hidden side of the pair of rock crystal earrings is plainer, so attention stays on a small hanging point polished more brightly than the rest and the visible finish. The pair of rock crystal earrings carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_ear_pair_of_enamelled_earrings,a pair of enamelled earrings,"The ornament is light in the hand, with visible enamel detail worked into the public face worked into the part most likely to catch the eye. Enamel gives it colour and finish without making it look bulky. The hidden side of the pair of enamelled earrings is plainer, so attention stays on visible enamel detail worked into the public face and the visible finish. The pair of enamelled earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_pair_of_shape_earrings,a pair of $shape earrings,"There is a deliberate economy to the piece: little material, but careful placement. Pale silver brightened at its raised surfaces stands out in the face of the ornament, with simpler work hidden behind it. Rubbing has brightened the exposed parts of the pair of $shape earrings without making it look neglected. The pair of $shape earrings leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_ear_small_gold_nose_ring,a small gold nose ring,"A small gold nose ring has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Fine wear gathers around the nose ring's highest places, leaving faint tool chatter along the inner face easier to pick out. The small gold nose ring is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_silver_nose_ring,a silver nose ring,"A silver nose ring has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Rubbing has brightened the exposed parts of the silver nose ring without making it look neglected. The silver nose ring carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_ear_pearl_nose_stud,a pearl nose stud,"A pearl nose stud has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. The hidden side of the pearl nose stud is plainer, so attention stays on a softened seam where the maker closed it and the visible finish. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_ear_tiny_turquoise_nose_stud,a tiny turquoise nose stud,"A tiny turquoise nose stud is small enough to depend on close detail, not weight. The visible face uses blue-green turquoise with fine darker lines, while the back and fastening are plainer. Close inspection of the tiny turquoise nose stud shows small tool marks rather than cast-perfect smoothness. The tiny turquoise nose stud carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_ear_copper_nose_ring,a copper nose ring,"There is a deliberate economy to the piece: little material, but careful placement. Warm reddish copper darkened in the recesses stands out in the face of the ornament, with simpler work hidden behind it. The worked parts of the copper nose ring are decorative, but none suggest a moving catch or concealed compartment. The copper nose ring is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_flower_shaped_nose_stud,a flower-shaped nose stud,"There is a deliberate economy to the piece: little material, but careful placement. Deep yellow gold with a warm, steady shine stands out in the face of the ornament, with simpler work hidden behind it. The worked parts of the flower-shaped nose stud are decorative, but none suggest a moving catch or concealed compartment. The flower-shaped nose stud is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_motif_silver_nose_ring,a $motif silver nose ring,"A $motif silver nose ring is small enough to depend on close detail, not weight. The visible face uses pale silver brightened at its raised surfaces, while the back and fastening are plainer. Rubbing has brightened the exposed parts of the $motif silver nose ring without making it look neglected. The $motif silver nose ring reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_ear_pair_of_silver_ear_studs,a pair of silver ear studs,"The ornament is light in the hand, with a softened seam where the maker closed it worked into the part most likely to catch the eye. Pale silver brightened at its raised surfaces gives it colour and finish without making it look bulky. Small handling marks cross the pair of silver ear studs unevenly, especially where it would brush cloth or skin. The pair of silver ear studs is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_ear_pair_of_glass_ear_studs,a pair of glass ear studs,"A pair of glass ear studs has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. The worked parts of the pair of glass ear studs are decorative, but none suggest a moving catch or concealed compartment. The pair of glass ear studs leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_ear_pair_of_gold_ear_studs,a pair of gold ear studs,A pair of gold ear studs has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Close inspection of the pair of gold ear studs shows small tool marks rather than cast-perfect smoothness. The pair of gold ear studs leaves room for local marks or motifs without needing a different base object.
medieval_jewellery_brooch_plain_bronze_ring_brooch,a plain bronze ring brooch,"This is not merely a loose fitting; it is shaped to be noticed where it rests on a garment. A firm rim and decorated face gives the face definition, while the reverse remains plain and workmanlike. Rubbing has brightened the exposed parts of the plain bronze ring brooch without making it look neglected. The plain bronze ring brooch feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_brooch_silver_annular_brooch,a silver annular brooch,"A silver annular brooch is broad enough to read from a short distance but still small enough for personal dress. The material shows as pale silver brightened at its raised surfaces, with handling marks gathered near the fastening points. The hidden side of the silver annular brooch is plainer, so attention stays on a firm rim and decorated face and the visible finish. The silver annular brooch feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_brooch_gilded_copper_disc_brooch,a gilded copper disc brooch,"This is not merely a loose fitting; it is shaped to be noticed where it rests on a garment. A firm rim and decorated face gives the face definition, while the reverse remains plain and workmanlike. The hidden side of the gilded copper disc brooch is plainer, so attention stays on a firm rim and decorated face and the visible finish. The piece would signal ordinary market taste while remaining straightforward jewellery."
medieval_jewellery_brooch_garnet_coloured_brooch,a garnet-coloured brooch,"The fastening is visible enough to be understood, but the front is where the maker spent the attention. A pin, catch, or backing sits behind the worked deep yellow gold with a warm, steady shine, leaving the display surface clean. Small handling marks cross the garnet-coloured brooch unevenly, especially where it would brush cloth or skin. The garnet-coloured brooch reads as noble adornment rather than a tool, charm, or container."
medieval_jewellery_brooch_glass_inlaid_brooch,a glass-inlaid brooch,"The fastening is visible enough to be understood, but the front is where the maker spent the attention. A pin, catch, or backing sits behind the worked brown-gold bronze with rubbed high points, leaving the display surface clean. The hidden side of the glass-inlaid brooch is plainer, so attention stays on visible glass detail worked into the public face and the visible finish. The glass-inlaid brooch reads as merchant adornment rather than a tool, charm, or container."
medieval_jewellery_brooch_penannular_silver_brooch,a penannular silver brooch,"A penannular silver brooch is broad enough to read from a short distance but still small enough for personal dress. The material shows as pale silver brightened at its raised surfaces, with handling marks gathered near the fastening points. Small handling marks cross the penannular silver brooch unevenly, especially where it would brush cloth or skin. The penannular silver brooch carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_brooch_heavy_cloak_brooch,a heavy cloak brooch,"This is not merely a loose fitting; it is shaped to be noticed where it rests on a garment. A firm rim and decorated face gives the face definition, while the reverse remains plain and workmanlike. The hidden side of the heavy cloak brooch is plainer, so attention stays on a firm rim and decorated face and the visible finish. The heavy cloak brooch feels selected for appearance first, with practical wearing kept secondary."
medieval_jewellery_brooch_paired_oval_brooch_set,a paired oval brooch set,"This is not merely a loose fitting; it is shaped to be noticed where it rests on a garment. A firm rim and decorated face gives the face definition, while the reverse remains plain and workmanlike. Fine wear gathers around the brooch's highest places, leaving a firm rim and decorated face easier to pick out. The paired oval brooch set carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_brooch_paired_silver_brooch_set,a paired silver brooch set,"The fastening is visible enough to be understood, but the front is where the maker spent the attention. A pin, catch, or backing sits behind the worked pale silver brightened at its raised surfaces, leaving the display surface clean. Small handling marks cross the paired silver brooch set unevenly, especially where it would brush cloth or skin. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_brooch_small_pewter_brooch,a small pewter brooch,"The fastening is visible enough to be understood, but the front is where the maker spent the attention. A pin, catch, or backing sits behind the worked soft grey pewter with a low satin sheen, leaving the display surface clean. The hidden side of the small pewter brooch is plainer, so attention stays on a firm rim and decorated face and the visible finish. The small pewter brooch reads as commoner adornment rather than a tool, charm, or container."
medieval_jewellery_brooch_brass_ring_brooch,a brass ring brooch,"A brass ring brooch has a public face and a practical back, the two sides plainly made for different jobs. Yellow brass polished brighter on the edges forms the visible body, with a firm rim and decorated face set where it will show against cloth. The hidden side of the brass ring brooch is plainer, so attention stays on a firm rim and decorated face and the visible finish. The brass ring brooch reads as ordinary market adornment rather than a tool, charm, or container."
medieval_jewellery_brooch_enamel_disc_brooch,an enamel disc brooch,"The fastening is visible enough to be understood, but the front is where the maker spent the attention. A pin, catch, or backing sits behind the worked enamel, leaving the display surface clean. Close inspection of the enamel disc brooch shows small tool marks rather than cast-perfect smoothness. The piece would signal wealthy taste while remaining straightforward jewellery."
medieval_jewellery_brooch_niello_inlaid_silver_brooch,a niello-inlaid silver brooch,"A niello-inlaid silver brooch has a public face and a practical back, the two sides plainly made for different jobs. Pale silver brightened at its raised surfaces forms the visible body, with visible niello detail worked into the public face set where it will show against cloth. The worked parts of the niello-inlaid silver brooch are decorative, but none suggest a moving catch or concealed compartment. The niello-inlaid silver brooch is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_brooch_jet_mourning_brooch,a jet mourning brooch,"This is not merely a loose fitting; it is shaped to be noticed where it rests on a garment. A firm rim and decorated face gives the face definition, while the reverse remains plain and workmanlike. Fine wear gathers around the brooch's highest places, leaving a firm rim and decorated face easier to pick out. The jet mourning brooch leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_brooch_amber_faced_brooch,an amber-faced brooch,"An amber-faced brooch is broad enough to read from a short distance but still small enough for personal dress. The material shows as brown-gold bronze with rubbed high points, with handling marks gathered near the fastening points. Rubbing has brightened the exposed parts of the amber-faced brooch without making it look neglected. The amber-faced brooch is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_brooch_coral_set_brooch,a coral-set brooch,"A coral-set brooch has a public face and a practical back, the two sides plainly made for different jobs. Pale silver brightened at its raised surfaces forms the visible body, with visible coral detail worked into the public face set where it will show against cloth. The hidden side of the coral-set brooch is plainer, so attention stays on visible coral detail worked into the public face and the visible finish. The coral-set brooch carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_brooch_lapis_set_court_brooch,a lapis-set court brooch,"A lapis-set court brooch has a public face and a practical back, the two sides plainly made for different jobs. Deep yellow gold with a warm, steady shine forms the visible body, with visible lapis detail worked into the public face set where it will show against cloth. The hidden side of the lapis-set court brooch is plainer, so attention stays on visible lapis detail worked into the public face and the visible finish. The lapis-set court brooch is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_brooch_rock_crystal_brooch,a rock crystal brooch,"A rock crystal brooch is broad enough to read from a short distance but still small enough for personal dress. The material shows as pale silver brightened at its raised surfaces, with handling marks gathered near the fastening points. Fine wear gathers around the brooch's highest places, leaving visible rock crystal detail worked into the public face easier to pick out. The rock crystal brooch is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_brooch_simple_bone_brooch,a simple bone brooch,"A simple bone brooch has a public face and a practical back, the two sides plainly made for different jobs. Pale bone burnished by handling forms the visible body, with a firm rim and decorated face set where it will show against cloth. Fine wear gathers around the brooch's highest places, leaving a firm rim and decorated face easier to pick out. The simple bone brooch leaves room for local marks or motifs without needing a different base object."
medieval_jewellery_brooch_horn_cloak_brooch,a horn cloak brooch,"This is not merely a loose fitting; it is shaped to be noticed where it rests on a garment. A firm rim and decorated face gives the face definition, while the reverse remains plain and workmanlike. Small handling marks cross the horn cloak brooch unevenly, especially where it would brush cloth or skin. The horn cloak brooch carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_brooch_shell_faced_brooch,a shell-faced brooch,"A shell-faced brooch has a public face and a practical back, the two sides plainly made for different jobs. Pale shell showing irregular growth lines forms the visible body, with a firm rim and decorated face set where it will show against cloth. Fine wear gathers around the brooch's highest places, leaving a firm rim and decorated face easier to pick out. The shell-faced brooch carries value through visible material and workmanship, not through hidden mechanism."
medieval_jewellery_brooch_mother_of_pearl_brooch,a mother-of-pearl brooch,"The fastening is visible enough to be understood, but the front is where the maker spent the attention. A pin, catch, or backing sits behind the worked mother-of-pearl flashing softly under the surface, leaving the display surface clean. Close inspection of the mother-of-pearl brooch shows small tool marks rather than cast-perfect smoothness. The mother-of-pearl brooch is meant to be noticed in wear, but nothing about it implies armour or magic."
medieval_jewellery_brooch_motif_bronze_brooch,a $motif bronze brooch,"A $motif bronze brooch is broad enough to read from a short distance but still small enough for personal dress. The material shows as brown-gold bronze with rubbed high points, with handling marks gathered near the fastening points. Close inspection of the $motif bronze brooch shows small tool marks rather than cast-perfect smoothness. The $motif bronze brooch is meant to be noticed in wear, but nothing about it implies armour or magic."
