unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
preindustrial_door_warehouse_gate_37,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a bird oak warehouse gate,oak,VeryLarge,VeryGood,54600,188,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_garden_gate_38,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a geometric cedar garden gate,cedar,VeryLarge,Good,56400,199,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_grille_39,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,grille,a shell bronze metal grille,bronze,Large,Standard,24000,210,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_barrier_40,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,barrier,a rosette brass barred barrier,brass,Large,Poor,25800,221,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_hatch_41,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,hatch,a braided wood service hatch,wood,Large,Standard,27600,232,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_wicket_42,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,wicket,a leaf-scroll oak wicket gate,oak,Large,Good,29400,243,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_panel_door_43,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a water-wave pine door leaf,pine,Large,Good,31200,254,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_braced_door_44,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a flower-head cedar braced door,cedar,Large,Standard,33000,265,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_lockable_door_45,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a bird teak lockable door,teak,Large,VeryGood,34800,276,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_secure_door_46,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,door,a geometric wood secure door,wood,Large,Good,36600,287,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_shutter_47,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,shutter,a shell oak shuttered opening,oak,Large,Standard,38400,45,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_screen_48,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,screen,a rosette teak screen door,teak,Large,Poor,40200,56,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_lattice_gate_49,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a braided teak lattice gate,teak,VeryLarge,Standard,42000,67,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_courtyard_gate_50,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a leaf-scroll wrought iron courtyard gate,wrought iron,VeryLarge,Good,43800,78,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_warehouse_gate_51,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a water-wave bronze warehouse gate,bronze,VeryLarge,Good,45600,89,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_garden_gate_52,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,gate,a flower-head oak garden gate,oak,VeryLarge,Standard,47400,100,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_grille_53,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,grille,a bird wrought iron metal grille,wrought iron,Large,VeryGood,49200,111,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_barrier_54,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",door or gate,cross-cultural,barrier,a geometric bronze barred barrier,bronze,Large,Good,51000,122,Era / Pre-Industrial Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Pre-industrial doors, locks and gates catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. Door behaviour is limited to the attached supported component profile."
preindustrial_door_hasp_55,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,hasp,a water-wave pewter iron hasp,pewter,Small,Standard,415,135,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Container_Hasp,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_hook_latch_56,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,hook latch,a knotted wrought iron hook latch,wrought iron,Small,Poor,500,143,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Container_Hook,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_strike_plate_57,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,strike plate,a flower-head bronze strike plate,bronze,Small,Standard,585,151,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_hinge_pair_58,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,hinges,a star brass hinge pair,brass,Small,Good,670,7,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_keyring_59,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,keyring,a bird copper keyring,copper,Small,Good,755,15,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_escutcheon_60,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,escutcheon,a vine pewter keyhole escutcheon,pewter,Small,Standard,840,23,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_warded_lock_61,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,lock,a geometric wrought iron warded lock,wrought iron,Small,VeryGood,925,31,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_good_warded_lock_62,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,lock,a cloud bronze fine warded lock,bronze,Small,Good,1010,39,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_master_warded_lock_63,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,lock,a shell brass master warded lock,brass,Small,Standard,1095,47,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_warded_key_64,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,key,a reed copper warded key,copper,Small,Poor,1180,55,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_ring_key_65,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,key,a rosette pewter ring bow key,pewter,Small,Standard,1265,63,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_door_latch_66,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,latch,a checker wrought iron door latch,wrought iron,Small,Good,1350,71,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_gate_dropbar_67,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,drop bar,a braided bronze gate drop bar,bronze,Small,Good,1435,79,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Gate_DropBar,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_door_bar_68,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,bar,a radiating brass door bar,brass,Small,Standard,1520,87,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Door_Bar,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_portcullis_pawl_69,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,pawl,a leaf-scroll copper winch pawl,copper,Small,VeryGood,160,95,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Portcullis_Pawl,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_hasp_70,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,hasp,a sunburst pewter iron hasp,pewter,Small,Good,245,103,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Container_Hasp,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_hook_latch_71,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,hook latch,a water-wave wrought iron hook latch,wrought iron,Small,Standard,330,111,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Container_Hook,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_strike_plate_72,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,strike plate,a knotted bronze strike plate,bronze,Small,Poor,415,119,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_hinge_pair_73,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,hinges,a flower-head brass hinge pair,brass,Small,Standard,500,127,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_keyring_74,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,keyring,a star copper keyring,copper,Small,Good,585,135,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_escutcheon_75,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,escutcheon,a bird pewter keyhole escutcheon,pewter,Small,Good,670,143,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_warded_lock_76,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,lock,a vine wrought iron warded lock,wrought iron,Small,Standard,755,151,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_good_warded_lock_77,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,lock,a geometric bronze fine warded lock,bronze,Small,VeryGood,840,7,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_master_warded_lock_78,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,lock,a cloud brass master warded lock,brass,Small,Good,925,15,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_warded_key_79,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,key,a shell copper warded key,copper,Small,Standard,1010,23,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_ring_key_80,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,key,a reed pewter ring bow key,pewter,Small,Poor,1095,31,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_door_latch_81,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,latch,a rosette wrought iron door latch,wrought iron,Small,Standard,1180,39,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_gate_dropbar_82,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,drop bar,a checker bronze gate drop bar,bronze,Small,Good,1265,47,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Gate_DropBar,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_door_bar_83,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,bar,a braided brass door bar,brass,Small,Good,1350,55,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Door_Bar,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_portcullis_pawl_84,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,pawl,a radiating copper winch pawl,copper,Small,Standard,1435,63,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Portcullis_Pawl,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_hasp_85,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,hasp,a leaf-scroll pewter iron hasp,pewter,Small,VeryGood,1520,71,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Container_Hasp,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_hook_latch_86,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,hook latch,a sunburst wrought iron hook latch,wrought iron,Small,Good,160,79,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Container_Hook,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
preindustrial_door_strike_plate_87,Pre-industrial,Antiquity / Medieval / Renaissance / Early Modern,"Doors, locks & gates",lock and hardware,cross-cultural,strike plate,a water-wave bronze strike plate,bronze,Small,Standard,245,87,Era / Pre-Industrial Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Pre-industrial doors, locks and gates hardware catalogue; culture admission cross-cultural; availability Antiquity / Medieval / Renaissance / Early Modern. It does not imply a custom matched-key or hidden-lock system."
