unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_door_pip_grille_207,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Persianate Indo-Persian,grille,a knotted bronze metal grille,bronze,Large,Standard,52800,287,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Persianate Indo-Persian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_pip_barrier_208,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Persianate Indo-Persian,barrier,a star brass barred barrier,brass,Large,Poor,54600,45,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Persianate Indo-Persian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_pip_hatch_209,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Persianate Indo-Persian,hatch,a vine pine service hatch,pine,Large,Standard,56400,56,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Persianate Indo-Persian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_pip_wicket_210,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Persianate Indo-Persian,wicket,a cloud teak wicket gate,teak,Large,Good,24000,67,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Persianate Indo-Persian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_pip_panel_door_211,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Persianate Indo-Persian,door,a reed teak door leaf,teak,Large,Good,25800,78,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Persianate Indo-Persian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_pip_braced_door_212,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Persianate Indo-Persian,door,a checker wood braced door,wood,Large,Standard,27600,89,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Persianate Indo-Persian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_pip_lockable_door_213,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Persianate Indo-Persian,door,a radiating oak lockable door,oak,Large,VeryGood,29400,100,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Persianate Indo-Persian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_pip_master_warded_lock_214,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,lock,a knotted copper master warded lock,copper,Small,Good,925,39,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_warded_key_215,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,key,a flower-head pewter warded key,pewter,Small,Standard,1010,47,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_ring_key_216,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,key,a star wrought iron ring bow key,wrought iron,Small,Poor,1095,55,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_door_latch_217,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,latch,a bird bronze door latch,bronze,Small,Standard,1180,63,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_gate_dropbar_218,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,drop bar,a vine brass gate drop bar,brass,Small,Good,1265,71,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Latch_Gate_DropBar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_door_bar_219,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,bar,a geometric copper door bar,copper,Small,Good,1350,79,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Latch_Door_Bar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_portcullis_pawl_220,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,pawl,a cloud pewter winch pawl,pewter,Small,Standard,1435,87,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Latch_Portcullis_Pawl,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_hasp_221,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,hasp,a shell wrought iron iron hasp,wrought iron,Small,VeryGood,1520,95,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Latch_Container_Hasp,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_hook_latch_222,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,hook latch,a reed bronze hook latch,bronze,Small,Good,160,103,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Latch_Container_Hook,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_strike_plate_223,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,strike plate,a rosette brass strike plate,brass,Small,Standard,245,111,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_pip_hinge_pair_224,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Persianate Indo-Persian,hinges,a checker copper hinge pair,copper,Small,Poor,330,119,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Persianate Indo-Persian,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Persianate Indo-Persian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_panel_door_225,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,door,a reed oak door leaf,oak,Large,Standard,51000,232,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_braced_door_226,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,door,a checker pine braced door,pine,Large,Good,52800,243,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_lockable_door_227,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,door,a radiating cedar lockable door,cedar,Large,Good,54600,254,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_secure_door_228,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,door,a sunburst teak secure door,teak,Large,Standard,56400,265,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_shutter_229,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,shutter,a knotted wood shuttered opening,wood,Large,VeryGood,24000,276,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_screen_230,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,screen,a star bamboo screen door,bamboo,Large,Good,25800,287,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_lattice_gate_231,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,gate,a vine cedar lattice gate,cedar,VeryLarge,Standard,27600,45,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_courtyard_gate_232,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,gate,a cloud teak courtyard gate,teak,VeryLarge,Poor,29400,56,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_warehouse_gate_233,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,gate,a reed wrought iron warehouse gate,wrought iron,VeryLarge,Standard,31200,67,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_garden_gate_234,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,gate,a checker bronze garden gate,bronze,VeryLarge,Good,33000,78,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_grille_235,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,grille,a radiating brass metal grille,brass,Large,Good,34800,89,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_barrier_236,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,barrier,a sunburst wrought iron barred barrier,wrought iron,Large,Standard,36600,100,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_hatch_237,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,hatch,a knotted cedar service hatch,cedar,Large,VeryGood,38400,111,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_wicket_238,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,wicket,a star wrought iron wicket gate,wrought iron,Large,Good,40200,122,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_panel_door_239,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,door,a vine wood door leaf,wood,Large,Standard,42000,133,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_braced_door_240,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,door,a cloud oak braced door,oak,Large,Poor,43800,144,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_lockable_door_241,Renaissance,Renaissance,"Doors, locks & gates",door or gate,South Asian,door,a reed pine lockable door,pine,Large,Standard,45600,155,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission South Asian; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_sas_master_warded_lock_242,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,lock,a vine bronze master warded lock,bronze,Small,Good,415,111,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_warded_key_243,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,key,a geometric brass warded key,brass,Small,Good,500,119,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_ring_key_244,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,key,a cloud copper ring bow key,copper,Small,Standard,585,127,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_door_latch_245,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,latch,a shell pewter door latch,pewter,Small,VeryGood,670,135,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_gate_dropbar_246,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,drop bar,a reed wrought iron gate drop bar,wrought iron,Small,Good,755,143,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Latch_Gate_DropBar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_door_bar_247,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,bar,a rosette bronze door bar,bronze,Small,Standard,840,151,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Latch_Door_Bar,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_portcullis_pawl_248,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,pawl,a checker brass winch pawl,brass,Small,Poor,925,7,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Latch_Portcullis_Pawl,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_hasp_249,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,hasp,a braided copper iron hasp,copper,Small,Standard,1010,15,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Latch_Container_Hasp,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_hook_latch_250,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,hook latch,a radiating pewter hook latch,pewter,Small,Good,1095,23,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Latch_Container_Hook,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_strike_plate_251,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,strike plate,a leaf-scroll wrought iron strike plate,wrought iron,Small,Good,1180,31,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_sas_hinge_pair_252,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,South Asian,hinges,a sunburst bronze hinge pair,bronze,Small,Standard,1265,39,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / South Asian,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission South Asian; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_eal_panel_door_253,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,door,a reed pine door leaf,pine,Large,VeryGood,33000,287,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_braced_door_254,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,door,a checker cedar braced door,cedar,Large,Good,34800,45,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_lockable_door_255,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,door,a radiating teak lockable door,teak,Large,Standard,36600,56,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_secure_door_256,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,door,a sunburst wood secure door,wood,Large,Poor,38400,67,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_shutter_257,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,shutter,a knotted oak shuttered opening,oak,Large,Standard,40200,78,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_screen_258,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,screen,a star bamboo screen door,bamboo,Large,Good,42000,89,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_lattice_gate_259,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,gate,a vine teak lattice gate,teak,VeryLarge,Good,43800,100,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_eal_courtyard_gate_260,Renaissance,Renaissance,"Doors, locks & gates",door or gate,East Asian Literati,gate,a cloud wrought iron courtyard gate,wrought iron,VeryLarge,Standard,45600,111,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / East Asian Literati,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission East Asian Literati; availability Renaissance. Door behaviour is limited to the attached supported component profile."
