StableReference	Layer	Domain	SourceFile	SourceLine	EraAdmissions	Material	Components	ProfileBindings	PriceEvidence	Craftable	Lifecycle	Validation	ResolvedNeutralComponents	CraftReferences	OutfitReferences	LifecycleTarget	CatalogueSourceSha256
industrialised_food_drink_packaged_0386_lined_biscuit	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	387	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0387_lined_ration	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	388	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0388_lined_preserve	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	389	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0389_lined_loaf	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	390	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0390_lined_cake	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	391	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0391_lined_pudding	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	392	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0392_lined_sausage	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	393	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0393_lined_pickle	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	394	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0394_lined_sweet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	395	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0395_lined_cracker	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	396	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0396_lined_packet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	397	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0397_ventilated_crumbs	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	398	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0398_ventilated_biscuit	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	399	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0399_ventilated_ration	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	400	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0400_ventilated_preserve	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	401	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0401_ventilated_loaf	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	402	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0402_ventilated_cake	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	403	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0403_ventilated_pudding	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	404	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0404_ventilated_sausage	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	405	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0405_ventilated_pickle	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	406	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0406_ventilated_sweet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	407	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0407_ventilated_cracker	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	408	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0408_ventilated_packet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	409	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0409_stackable_crumbs	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	410	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0410_stackable_biscuit	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	411	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0411_stackable_ration	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	412	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0412_stackable_preserve	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	413	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0413_stackable_loaf	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	414	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0414_stackable_cake	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	415	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0415_stackable_pudding	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	416	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0416_stackable_sausage	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	417	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0417_stackable_pickle	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	418	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0418_stackable_sweet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	419	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0419_stackable_cracker	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	420	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0420_stackable_packet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	421	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0421_field_crumbs	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	422	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0422_field_biscuit	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	423	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0423_field_ration	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	424	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0424_field_preserve	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	425	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0425_field_loaf	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	426	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0426_field_cake	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	427	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0427_field_pudding	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	428	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0428_field_sausage	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	429	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0429_field_pickle	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	430	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0430_field_sweet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	431	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0431_field_cracker	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	432	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0432_field_packet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	433	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0433_countertop_crumbs	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	434	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0434_countertop_biscuit	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	435	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0435_countertop_ration	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	436	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0436_countertop_preserve	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	437	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0437_countertop_loaf	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	438	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0438_countertop_cake	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	439	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0439_countertop_pudding	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	440	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0440_countertop_sausage	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	441	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0441_countertop_pickle	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	442	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0442_countertop_sweet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	443	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0443_countertop_cracker	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	444	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0444_countertop_packet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	445	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0445_wall_mounted_crumbs	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	446	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0446_wall_mounted_biscuit	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	447	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0447_wall_mounted_ration	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	448	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0448_wall_mounted_preserve	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	449	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0449_wall_mounted_loaf	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	450	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0450_wall_mounted_cake	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	451	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0451_wall_mounted_pudding	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	452	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0452_wall_mounted_sausage	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	453	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0453_wall_mounted_pickle	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	454	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0454_wall_mounted_sweet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	455	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0455_wall_mounted_cracker	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	456	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0456_wall_mounted_packet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	457	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0457_travel_crumbs	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	458	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0458_travel_biscuit	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	459	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0459_travel_ration	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	460	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0460_travel_preserve	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	461	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0461_travel_loaf	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	462	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0462_travel_cake	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	463	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0463_travel_pudding	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	464	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0464_travel_sausage	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	465	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0465_travel_pickle	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	466	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false	salvage	parsed;production-unreviewed	Holdable			industrialised_food_drink_packaged_0001_plain_crumbs	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0466_travel_sweet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	467	industrial;modern;nuclear;information	paper	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0467_travel_cracker	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	468	industrial;modern;nuclear;information	cotton	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
industrialised_food_drink_packaged_0468_travel_packet	shared-industrialised	Food, drink and packaged consumables	Items/food-drink-packaged.items.tsv	469	industrial;modern;nuclear;information	ceramic	Holdable		industrial_food	false		parsed;production-unreviewed	Holdable				9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
