unique_reference,sdesc,fdesc
medieval_writing_gelatine_sizing_pot,a sizing pot,"This sizing pot is a workshop tool for making or finishing writing goods. It is plainly made from durable material and shows the form needed for repeated hand work. It belongs in a scriptorium, paper shop, bindery, or document workshop."
medieval_writing_paper_burnishing_agate,a paper burnishing agate,This paper burnishing agate is a smooth hard stone used to burnish paper into a more polished writing face. The working surface is rounded and glossy from repeated rubbing. It is used after drying or sizing to reduce roughness and help ink sit cleanly.
medieval_writing_watermark_wire,a watermark wire,"This watermark wire is a shaped brass wire intended to leave a light mark in handmade paper. The wire is thin, flexible, and careful rather than strong, with bends that form a simple device. It is fitted to papermaking equipment when a sheet needs an identifying watermark."
medieval_writing_bookbinders_needle,a bookbinder's needle,"This bookbinder's needle is a stout needle sized for thread, cord, and the thick work of manuscript binding. Its eye is broad enough for binding thread, and the point is made for guided holes rather than delicate cloth sewing. It is used to sew quires, endbands, covers, and support cords into a firm book structure."
medieval_writing_endband_needle,an endband needle,"This endband needle is a stout needle sized for thread, cord, and the thick work of manuscript binding. Its eye is broad enough for binding thread, and the point is made for guided holes rather than delicate cloth sewing. It is used to sew quires, endbands, covers, and support cords into a firm book structure."
medieval_writing_bookbinders_punch,a bookbinder's punch,"This bookbinder's punch is a short pointed tool for opening clean holes in quires, boards, and covers. The grip and point are made for steady pressure so sewing stations can line up without tearing the material. It belongs on a binding bench beside needles, cords, and presses."
medieval_writing_bookbinder_sewing_frame,a bookbinder's sewing frame,"This bookbinder's sewing frame is a wooden frame for holding support cords while quires are sewn into a book block. The uprights and crosspieces are plain and practical, marked by cord tension and repeated adjustment. It keeps a manuscript spine orderly during the slow work of binding."
medieval_writing_sewing_support_cords,a set of sewing support cords,"This set of sewing support cords is prepared to support the sewing of a book spine. The hemp cords are firm, slightly rough, and cut to useful lengths for anchoring gatherings. Once worked into a binding, they help hold the quires together under the cover."
medieval_writing_backing_hammer,a bookbinder's backing hammer,"This bookbinder's backing hammer is a compact iron hammer used for shaping and settling a book spine. The working face is smooth enough not to shred the leather or paper it strikes. It is a specialised binding tool for backing, rounding, and controlled pressure work."
medieval_writing_leather_paring_knife,a leather paring knife,"This leather paring knife is a thin sharp knife for paring leather and trimming binding materials. The blade is shaped for shaving fine layers rather than cutting with force. It is used to thin cover leather, clean edges, and prepare flexible joints."
medieval_writing_lying_press,a bookbinder's lying press,"This bookbinder's lying press is a wooden pressure tool for flattening sheets, gatherings, or newly made paper stock. The frame and boards are heavy and plain, built to squeeze evenly rather than decorate a room. It is used where wet or newly assembled writing materials need to dry flat."
medieval_writing_book_press,a wooden book press,"This wooden book press is a wooden pressure tool for flattening sheets, gatherings, or newly made paper stock. The frame and boards are heavy and plain, built to squeeze evenly rather than decorate a room. It is used where wet or newly assembled writing materials need to dry flat."
medieval_writing_book_plough,a bookbinder's plough,This bookbinder's plough is a bookbinder's trimming tool guided against a press-held book block. The body is wooden with a cutting element set to shave the page edges gradually and evenly. It is used to square and neaten a bound manuscript's fore edge.
medieval_writing_scroll_roller_rod,a scroll roller rod,"This scroll roller rod is a scrollmaking aid used to finish, label, tie, or protect rolled documents. It is small, practical, and shaped for contact with paper, parchment, cord, or wrapper rather than heavy carpentry. It belongs with the final preparation of scrolls and rolls before storage or delivery."
medieval_writing_scroll_smoothing_stone,a scroll smoothing stone,"This scroll smoothing stone is a scrollmaking aid used to finish, label, tie, or protect rolled documents. It is small, practical, and shaped for contact with paper, parchment, cord, or wrapper rather than heavy carpentry. It belongs with the final preparation of scrolls and rolls before storage or delivery."
medieval_writing_scroll_end_knob,a scroll end knob,"This scroll end knob is a scrollmaking aid used to finish, label, tie, or protect rolled documents. It is small, practical, and shaped for contact with paper, parchment, cord, or wrapper rather than heavy carpentry. It belongs with the final preparation of scrolls and rolls before storage or delivery."
medieval_writing_scroll_tie_ribbon,a scroll tie ribbon,"This scroll tie ribbon is a scrollmaking aid used to finish, label, tie, or protect rolled documents. It is small, practical, and shaped for contact with paper, parchment, cord, or wrapper rather than heavy carpentry. It belongs with the final preparation of scrolls and rolls before storage or delivery."
medieval_writing_scroll_seal_cord,a scroll seal cord,"This scroll seal cord is a scrollmaking aid used to finish, label, tie, or protect rolled documents. It is small, practical, and shaped for contact with paper, parchment, cord, or wrapper rather than heavy carpentry. It belongs with the final preparation of scrolls and rolls before storage or delivery."
medieval_writing_scroll_label_tab,a scroll label tab,"This scroll label tab is a scrollmaking aid used to finish, label, tie, or protect rolled documents. It is small, practical, and shaped for contact with paper, parchment, cord, or wrapper rather than heavy carpentry. It belongs with the final preparation of scrolls and rolls before storage or delivery."
medieval_writing_block_carving_knife,a block carving knife,"This block carving knife is a small sharp tool for cutting lines into woodblock faces. The working edge is narrow and controlled, made for careful relief carving rather than heavy chopping. It belongs with block preparation, correction, and fine carving work before printing."
medieval_writing_block_clearing_chisel,a block clearing chisel,"This block clearing chisel is a small sharp tool for cutting lines into woodblock faces. The working edge is narrow and controlled, made for careful relief carving rather than heavy chopping. It belongs with block preparation, correction, and fine carving work before printing."
medieval_writing_woodblock_ink_dauber,a woodblock ink dauber,"This woodblock ink dauber is a tool or support good for East Asian copying and woodblock printing. Its form is practical, hand-sized, and intended for paper, ink, block faces, or drying sheets. It belongs in a manuscript-copying or block-printing workspace."
medieval_writing_paper_dampening_brush,a paper dampening brush,"This paper dampening brush is a broad brush for spreading ink across a carved block or copying surface. The bristles are wide and flexible, meant to cover raised areas without gouging the wood. It is a practical printing tool rather than a fine writing brush."
medieval_writing_printing_paste_pot,a printing paste pot,"This printing paste pot is a tool or support good for East Asian copying and woodblock printing. Its form is practical, hand-sized, and intended for paper, ink, block faces, or drying sheets. It belongs in a manuscript-copying or block-printing workspace."
medieval_writing_printing_baren,a printing baren,"This printing baren is a hand rubbing pad used to press paper against an inked block. Its rounded face spreads pressure across the sheet without needing a heavy press. It belongs to brush-and-block printing, especially for small sheets and handscroll work."
medieval_writing_impression_spoon,an impression spoon,"This impression spoon is a tool or support good for East Asian copying and woodblock printing. Its form is practical, hand-sized, and intended for paper, ink, block faces, or drying sheets. It belongs in a manuscript-copying or block-printing workspace."
medieval_writing_registration_pins,a set of registration pins,"This set of registration pins is a simple guide used to align sheets, blocks, or repeated impressions. Its straight edges and marked positions help keep paper from drifting while copies are made. It supports more consistent woodblock printing and repeated document work."
medieval_writing_blank_woodblock,a blank printing woodblock,"This blank printing woodblock is a smooth piece of wood left ready for carving into a printing surface. The grain is even enough for fine knife work, and the face has been planed flat before cutting begins. It is an unfinished but useful stock piece for block printing."
medieval_writing_carved_text_block,a carved text woodblock,"This carved text woodblock is a flat wooden block prepared for relief printing. The face is smooth and even, with the working surface meant to carry carved text, lines, or image areas. It belongs to woodblock copying, where ink is applied to the raised design and transferred to paper."
medieval_writing_sutra_printing_block,a sutra printing block,"This sutra printing block is a flat wooden block prepared for relief printing. The face is smooth and even, with the working surface meant to carry carved text, lines, or image areas. It belongs to woodblock copying, where ink is applied to the raised design and transferred to paper."
medieval_writing_bamboo_printing_board,a bamboo printing board,"This bamboo printing board is a tool or support good for East Asian copying and woodblock printing. Its form is practical, hand-sized, and intended for paper, ink, block faces, or drying sheets. It belongs in a manuscript-copying or block-printing workspace."
medieval_writing_woodblock_proof_sheet,a woodblock proof sheet,This woodblock proof sheet is a trial sheet or sample used to check the impression from a block or brush copy. The paper shows the kind of blank or test-ready surface expected before a run of finished copies. It is part of the checking and correction process around block printing.
medieval_writing_printing_paper_stack,a stack of printing paper,"This stack of printing paper is a tool or support good for East Asian copying and woodblock printing. Its form is practical, hand-sized, and intended for paper, ink, block faces, or drying sheets. It belongs in a manuscript-copying or block-printing workspace."
medieval_writing_inked_printing_pad,an inked printing pad,"This inked printing pad is a tool or support good for East Asian copying and woodblock printing. Its form is practical, hand-sized, and intended for paper, ink, block faces, or drying sheets. It belongs in a manuscript-copying or block-printing workspace."
medieval_writing_block_rubbing_pad,a block rubbing pad,"This block rubbing pad is a tool or support good for East Asian copying and woodblock printing. Its form is practical, hand-sized, and intended for paper, ink, block faces, or drying sheets. It belongs in a manuscript-copying or block-printing workspace."
medieval_writing_print_registration_frame,a print registration frame,"This print registration frame is a simple guide used to align sheets, blocks, or repeated impressions. Its straight edges and marked positions help keep paper from drifting while copies are made. It supports more consistent woodblock printing and repeated document work."
medieval_writing_print_drying_line,a print drying line,"This print drying line is a light rack for holding freshly printed or brushed sheets while they dry. The supports keep paper separated so wet ink does not smear or transfer to the next leaf. It is useful in copying rooms, schools, and woodblock workshops."
medieval_writing_scribes_sloped_board,a scribe's sloped board,"This scribe's sloped board provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_portable_lap_desk,a portable lap desk,"This portable lap desk provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_writing_desk_drawers,a small writing desk,"This small writing desk provides a stable surface for books, tablets, or loose sheets. The oak body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_copyists_board,a copyist's writing board,"This copyist's writing board provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_manuscript_rest,a small manuscript rest,"This small manuscript rest provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_portable_book_stand,a portable book stand,"This portable book stand provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_account_table_board,an account table board,"This account table board provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_school_tablet_rack,a school tablet rack,"This school tablet rack is a small portable storage support for manuscripts, scrolls, tablets, or document cases. The open structure keeps records upright or separated so they can be found quickly. It is suited to archive rooms, classrooms, scriptoria, or temporary workspaces."
medieval_writing_narrow_archive_tray,a narrow archive tray,"This narrow archive tray is a shallow working tray sized for papers, seals, pens, or small document tools. Its raised edges keep small pieces from sliding away while leaving the contents visible and easy to sort. It is meant for desk work, archive sorting, sealing, or manuscript preparation."
medieval_writing_scribe_tool_roll,a scribe's tool roll,"This scribe's tool roll is a flexible tool roll with spaces for small writing implements. The material folds around pens, knives, brushes, or other narrow tools and can be tied into a compact bundle. It suits a travelling scribe, calligrapher, clerk, or copyist who needs portable equipment."
medieval_writing_calligrapher_tool_roll,a calligrapher's tool roll,"This calligrapher's tool roll is a flexible tool roll with spaces for small writing implements. The material folds around pens, knives, brushes, or other narrow tools and can be tied into a compact bundle. It suits a travelling scribe, calligrapher, clerk, or copyist who needs portable equipment."
medieval_writing_copyist_kit_box,a copyist's kit box,"This copyist's kit box is a compact storage box for writing tools, seals, ink goods, or manuscript supplies. Its interior is arranged for small working objects rather than general household storage, and the exterior is built for repeated handling. It belongs with clerks, copyists, messengers, and travelling scribes."
medieval_writing_clerk_writing_box,a clerk's writing box,"This clerk's writing box is a compact storage box for writing tools, seals, ink goods, or manuscript supplies. Its interior is arranged for small working objects rather than general household storage, and the exterior is built for repeated handling. It belongs with clerks, copyists, messengers, and travelling scribes."
medieval_writing_travelling_scribe_box,a travelling scribe's box,"This travelling scribe's box is a compact storage box for writing tools, seals, ink goods, or manuscript supplies. Its interior is arranged for small working objects rather than general household storage, and the exterior is built for repeated handling. It belongs with clerks, copyists, messengers, and travelling scribes."
medieval_writing_scholars_book_board,a scholar's book board,"This scholar's book board provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_standing_copy_board,a standing copy board,"This standing copy board provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_document_sorting_tray,a document sorting tray,"This document sorting tray is a shallow working tray sized for papers, seals, pens, or small document tools. Its raised edges keep small pieces from sliding away while leaving the contents visible and easy to sort. It is meant for desk work, archive sorting, sealing, or manuscript preparation."
medieval_writing_seal_impression_tray,a seal impression tray,"This seal impression tray is a shallow working tray sized for papers, seals, pens, or small document tools. Its raised edges keep small pieces from sliding away while leaving the contents visible and easy to sort. It is meant for desk work, archive sorting, sealing, or manuscript preparation."
medieval_writing_ink_and_pen_tray,an ink and pen tray,"This ink and pen tray is a shallow working tray sized for papers, seals, pens, or small document tools. Its raised edges keep small pieces from sliding away while leaving the contents visible and easy to sort. It is meant for desk work, archive sorting, sealing, or manuscript preparation."
medieval_writing_small_manuscript_shelf,a small manuscript shelf,"This small manuscript shelf is a small portable storage support for manuscripts, scrolls, tablets, or document cases. The open structure keeps records upright or separated so they can be found quickly. It is suited to archive rooms, classrooms, scriptoria, or temporary workspaces."
medieval_writing_portable_scroll_rack,a portable scroll rack,"This portable scroll rack is a flexible tool roll with spaces for small writing implements. The material folds around pens, knives, brushes, or other narrow tools and can be tied into a compact bundle. It suits a travelling scribe, calligrapher, clerk, or copyist who needs portable equipment."
medieval_writing_wax_tablet_stand,a wax-tablet stand,"This wax-tablet stand provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
medieval_writing_lectern_board,a portable lectern board,"This portable lectern board provides a stable surface for books, tablets, or loose sheets. The wooden body is plain and work-worn, shaped to hold a page at a useful angle or keep it steady while writing. It belongs on a scholar's bench, clerk's table, school desk, or travelling scribe's setup."
