uniqueReference,sdesc,fdesc
medieval_plain_wool_shop_gown,a neat $colour wool shop gown,"This neat $colour wool shop gown is a long wool garment with a tidy fall suitable for counter, desk, or workshop wear. The cloth is shaped by seams and belting rather than close tailoring, falling in broad folds from shoulder to hem. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_clerk_wool_gown,a plain $colour clerk's gown,"This plain $colour clerk's gown is a long wool garment with a tidy fall suitable for counter, desk, or workshop wear. The cloth is shaped by seams and belting rather than close tailoring, falling in broad folds from shoulder to hem. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_neat_wool_town_hood,a neat $colour wool town hood,"This neat $colour wool town hood is a wool head covering with a rounded crown and a fall that protects the neck and upper shoulders. The face opening is plainly finished, and the lower edge sits comfortably over other garments. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_merchants_wool_hood,a fine $colour merchant's hood,"This fine $colour merchant's hood is a neatly cut wool hood with a controlled face opening and a tidy shoulder fall. The finish is cleaner than rough weather wear, with attention at the edge most visible around the face. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_linen_shop_wimple,a clean $colour shop wimple,"This clean $colour shop wimple is a linen head and neck covering shaped by smooth folds around the throat and lower face. The fabric is light but close, leaving the outer edge neat enough to sit under a veil or hood. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_linen_baker_cap,a $colour linen baker's cap,"This $colour linen baker's cap is a light work cap with a soft crown and a narrow band to hold it close. The cloth is washable-looking and plain, suited to keeping hair contained around flour and ovens. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_light_linen_work_camisa,a light $colour linen work camisa,"This light $colour linen work camisa is a light linen shirt with straight-cut sleeves, a simple neck slit, and a loose body. The cloth is fine enough for warm weather or under-layering beneath woollen garments. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_cotton_market_toca,a $colour cotton market toca,"This $colour cotton market toca is a wrapped headcloth with enough length to cover the hair and frame the sides of the face. The fabric is light and foldable, with the edge kept plain for repeated tying. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_wool_work_pellote,a plain $colour wool work pellote,"This plain $colour wool work pellote is a sleeveless wool overgarment with deep side openings and a long straight fall. It is made to sit over a cotte, saya, or gown, showing the layer beneath through the openings. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_plain_work_dalmatic,a plain $colour work dalmatic,"This plain $colour work dalmatic is a loose robe with broad sleeves, a straight body, and a dignified fall from shoulder to hem. The cut leaves room for an underlayer, while the neck and cuffs are the clearest places for visible finishing. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_short_work_sagion,a short $colour work sagion,"This short $colour work sagion is a compact wool cloak cut to cover the shoulders without hanging too low over the arms. The edges are plain and the fastening area is kept simple for daily town wear. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_linen_shop_maforion,a plain $colour shop maforion,"This plain $colour shop maforion is a broad head-and-shoulder veil with a long fall around the face and upper body. The cloth is cut generously enough to layer over a robe without losing its clean outline. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_short_cotton_work_qamis,a short $colour cotton work qamis,"This short $colour cotton work qamis is a short, workmanlike shirt-like garment with straight side seams, long sleeves, and a simple neck opening. The cloth hangs freely from the shoulders and can be belted or left loose over trousers. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_linen_work_sirwal,a pair of $colour linen work sirwal,"These $colour linen work sirwal are loose drawstring trousers with a roomy seat and tapered lower legs. The cloth gathers softly at the waist and falls in practical folds around the thighs. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_linen_shop_turban,a clean $colour linen shop turban,"This clean $colour linen shop turban is a long cloth headwrap wound in layered folds around the crown. The length gives it a full profile without needing a stiff frame, and the tail can be tucked neatly into the wrapping. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_cotton_waist_apron,a $colour cotton waist apron,"This $colour cotton waist apron is a plain protective cloth with a straight fall over the front of the body. The upper edge and ties are simple, keeping the garment easy to put on over ordinary working clothes. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_sleeveless_work_jubba,a sleeveless $colour work jubba,"This sleeveless $colour work jubba is a loose wool overgarment with open armholes and a straight body. It is cut to add a protective layer over a qamis while leaving the arms free for labour. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_bazaar_merchant_jubba,a neat $colour bazaar jubba,"This neat $colour bazaar jubba is a loose wool robe with long sleeves, a straight body, and a generous front opening. It is cut to layer over lighter garments, with the edges and cuffs given the most visible finish. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_scribe_linen_sleeves,a pair of $colour linen scribe sleeves,"These $colour linen scribe sleeves are separate forearm coverings made to protect robe or tunic sleeves from ink and desk wear. The fabric is light, smooth, and gathered just enough to stay clear of the hands. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_market_izar_wrap,a $colour market izar wrap,"This $colour market izar wrap is a broad linen wrap with enough length to pass around the body and fall in layered folds. The edges are plain and straight, letting the drape and overlap form most of the garment's shape. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_short_work_caftan,a short $colour work caftan,"This short $colour work caftan is a practical front-opening coat with a trimmed skirt and sleeves kept clear of the hands. It fastens close enough for movement in a market or workshop, without the length of a formal robe. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_rus_town_rubakha,a neat $colour town rubakha,"This neat $colour town rubakha is a long shirt-like garment with a slit neck, narrow cuffs, and straight body panels. The hem falls low enough to blouse over a belt, and the sleeves are cut for work beneath a heavier coat. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_tucked_poneva_work_skirt,a tucked $colour poneva work skirt,"This tucked $colour poneva work skirt is a wrapped wool skirt arranged to keep the lower edge clear of dirty floors or tools. The cloth overlaps at the waist and falls in practical folds across the hips. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_furriers_leather_apron,a leather furrier's apron,"This leather furrier's apron is a broad work apron with a long fall and smooth enough surface to shed hair and scraps. The upper edge sits high on the body, while the lower portion is plain and durable. Natural variations in the leather show along the grain, flex marks, and cut edge."
medieval_felt_market_cap,a neat $colour felt market cap,"This neat $colour felt market cap is a market felt cap with a firm crown and a plain lower edge. The felt is dense enough to keep its shape without much internal structure. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_wide_leather_work_belt,a wide leather work belt,"This wide leather work belt is a broad strap of sturdy leather with a plain buckle and reinforced holes. It is shaped to sit firmly over work clothes, with scuffed edges and a practical, unadorned face. Natural variations in the leather show along the grain, flex marks, and cut edge."
medieval_mounted_trader_coat,a neat $colour mounted trader's coat,"This neat $colour mounted trader's coat is a long wool coat with a practical front opening and a skirt cut for sitting in a saddle. The cloth is better finished than field wear, but the seams remain sturdy and work-minded. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_short_cotton_work_dhoti,a short $colour cotton work dhoti,"This short $colour cotton work dhoti is a short work lower garment made from a rectangular length of cotton. The fabric is folded and passed around the waist and legs, making its shape depend on the wrapping rather than stitching. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_cotton_work_waistcloth,a $colour cotton workshop waistcloth,"This $colour cotton workshop waistcloth is a practical rectangular wrap for tying around the waist while working. The cloth is light enough to tuck up, and the edges are plainly finished to survive repeated washing and tying. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_weavers_cotton_shouldercloth,a $colour weaver's shouldercloth,"This $colour weaver's shouldercloth is a practical cotton drape sized to cover one shoulder and part of the chest. The cloth is light, foldable, and easy to shift aside while working with thread or tools. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_market_cotton_turban,a clean $colour market turban,"This clean $colour market turban is a long cloth headwrap wound in layered folds around the crown. The length gives it a full profile without needing a stiff frame, and the tail can be tucked neatly into the wrapping. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_trade_bordered_uttariya,a $colour trade-bordered uttariya,"This $colour trade-bordered uttariya is a long draped shoulder cloth meant to pass over one or both shoulders. The edges are kept straight, and the fabric is light enough to fold without making a bulky knot. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_south_indian_work_veshti,a tucked $colour cotton work veshti,"This tucked $colour cotton work veshti is a rectangular cotton lower cloth wrapped around the waist and falling in straight folds. The edges are clean and visible, and the front can be tucked to keep the hem clear for movement. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_cotton_bazaar_sari,a tucked $colour cotton bazaar sari,"This tucked $colour cotton bazaar sari is a long wrapped garment with enough length to form both lower drape and upper fold. The cloth relies on pleating, tucking, and wrapping rather than seams, leaving the edge visible along the fall. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_song_work_shan_jacket,a plain $colour work shan jacket,"This plain $colour work shan jacket is a short cross-collar jacket with straight sleeves, a wrapped front, and a tidy waist-length body. The garment is cut for movement, with the front overlap and cuffs giving it most of its visible shape. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_song_short_work_trousers,a pair of short $colour work trousers,"These short $colour work trousers are practical trousers cut shorter through the lower leg for workshop and market movement. The waist is gathered plainly, and the hems are kept simple so they can be tucked or left loose. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_song_shopkeeper_robe,a neat $colour shopkeeper's robe,"This neat $colour shopkeeper's robe is a long silk robe with orderly sleeves, a tidy collar, and a fall suited to indoor trade or counter work. It is more polished than a labourer's jacket but less ornate than court dress. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_song_merchant_headscarf,a neat $colour merchant headscarf,"This neat $colour merchant headscarf is a square or rectangular cloth for covering the head and tying close at the neck or nape. The edges are plainly hemmed, and the folds can be drawn low for shade or kept tidy for town wear. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_song_cotton_work_apron,a $colour cotton work apron,"This $colour cotton work apron is a plain protective cloth with a straight fall over the front of the body. The upper edge and ties are simple, keeping the garment easy to put on over ordinary working clothes. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_goryeo_work_jeogori,a plain $colour work jeogori,"This plain $colour work jeogori is a short cross-collar jacket with narrow sleeves and ties at the front. The body ends high at the waist, leaving room for trousers or a skirt below. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_goryeo_work_baji,a pair of $colour work baji,"These $colour work baji are loose trousers with a gathered waist, full seat, and narrowing lower legs. The cloth is cut for easy movement beneath a jacket or robe, with plain seams and practical hems. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_goryeo_market_chima,a plain $colour market chima,"This plain $colour market chima is a full skirt with a gathered upper edge and a broad fall from waist to lower hem. The fabric spreads in soft folds and is meant to sit below a short jacket or over-robe. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_goryeo_shop_po,a neat $colour shop po,"This neat $colour shop po is a long over-robe with broad sleeves, a wrapped front, and a steady fall below the knee. It is cut to sit over a jacket and trousers or skirt, adding a cleaner outer line. The $colour dye reads cleanly across the cloth, with richer depth where the folds overlap and catch shadow."
medieval_japanese_work_kosode,a plain $colour work kosode,"This plain $colour work kosode is a straight-seamed robe with small sleeve openings, a wrapped front, and a narrow collar. The body is made from rectangular panels, giving it a clean fall and visible folded overlap at the chest. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_japanese_work_hakama,a pair of $colour work hakama,"These $colour work hakama are divided skirt-like trousers with deep folds falling from the waist. The legs are broad and straight, giving the garment a formal drape while still allowing movement. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_japanese_hemp_work_apron,a hemp work apron,"This hemp work apron is a coarse protective layer with a straight bib or waist fall and plain ties. The cloth is sturdy, rough-textured, and meant to take stains before the clothing beneath does. The natural hemp surface is plainly visible, with small slubs and a practical, unpolished finish."
medieval_japanese_yumaki_wrap,a $colour yumaki waist wrap,"This $colour yumaki waist wrap is a simple hemp cloth tied around the waist as an apron-like working layer. The fabric is rectangular, foldable, and light enough to overlap without becoming bulky. The $colour dye is simple and even, showing most clearly across the broad panels and worn edges."
medieval_latin_black_monastic_habit,a black wool monastic habit,"This black wool monastic habit is cut as a long, loose robe with full sleeves and a plain round neck. The cloth falls in heavy vertical folds from shoulder to ankle, leaving enough breadth for an undertunic beneath. Its colour and cut are deliberately austere, with only the dark wool, simple seams, and even hem giving it shape."
medieval_latin_black_scapular,a black wool scapular,"This black wool scapular is made as a long, narrow over-panel to hang down the front and back of the body. The shoulders are plain and the sides are left open, so the garment reads as a simple vertical strip rather than a coat. The wool is closely woven but unadorned, with a straight hem and restrained black surface."
medieval_latin_black_cowl,a black wool cowl,"This black wool cowl is a heavy hooded overgarment made to fall in a single dark mass around the shoulders. The hood is deep, the body loose, and the hem broad enough to drape over a habit beneath it. Its surface is plain and matte, with only the weight of the wool and the shadow of the hood giving it emphasis."
medieval_latin_white_monastic_tunic,an undyed wool monastic tunic,"This undyed wool monastic tunic is a long, straight robe with full sleeves and a modest neckline. The pale wool keeps a natural cream cast, broken only by simple seams at the shoulders, sleeves, and sides. It is practical rather than fine, shaped to hang plainly from the body under a scapular, cowl, or mantle."
medieval_latin_black_over_scapular,a black wool over-scapular,"This black wool over-scapular is a severe sleeveless panel meant to be worn over a pale habit. It hangs as two straight strips joined at the shoulders, framing the body without closing at the sides. The contrast between its dark wool and plain geometry makes it visibly distinct without adding ornament."
medieval_latin_white_carthusian_habit,a white wool hermit's habit,"This white wool hermit's habit is cut as a roomy, ankle-length robe with broad sleeves and a sober fall. The cloth is undyed, thick, and slightly rough, giving the garment a pale but workmanlike appearance. It is deliberately spare in construction, with plain seams, a simple waistline, and no decorative edging."
medieval_latin_canon_black_habit,a black wool canon's habit,"This black wool canon's habit is a long clerical robe with ample sleeves and a neat, restrained cut. The wool is darker and smoother than most labouring garments, but it keeps a sober face without bright trim. Its hem and cuffs are carefully finished, giving it a disciplined appearance suitable for choir or school use."
medieval_latin_white_rochet,a white linen rochet,"This white linen rochet is a clean, knee-length clerical overgarment with narrow sleeves and a squared body. The linen is lighter than wool but crisply finished, allowing it to fall in pale folds over a darker habit or gown. Its edges are plain and tidy, relying on whiteness and neat cutting rather than decoration."
medieval_latin_friar_grey_habit,a grey wool friar's habit,"This grey wool friar's habit is a loose, ankle-length robe with simple sleeves and a practical hooded fall. The wool is coarse enough to show its weave, with a muted grey colour that avoids costly dye. Its shape is deliberately plain, meant to be gathered with a cord rather than tailored closely."
medieval_latin_rope_cincture,a knotted rope cincture,"This rope cincture is twisted from sturdy hemp into a rough belt for tying around a habit. Several visible knots break the line of the cord, leaving the ends to hang plainly at one side. The fibre is pale, dry, and uneven, more practical than decorative."
medieval_latin_white_friar_habit,a white wool friar's habit,"This white wool friar's habit is a long, simple robe with full sleeves and a straight front. The undyed wool has a pale cream tone, kept clean enough to stand out beneath a darker travelling cloak. Its construction is modest but orderly, with a close neckline, even cuffs, and a hem meant to clear the feet."
medieval_latin_black_friar_cappa,a black wool friar's cappa,This black wool friar's cappa is a full open cloak made to hang over a pale habit. The cloth gathers heavily at the shoulders and spreads in a dark sweep down the body. A simple hood or cape-like upper fold gives it sheltering weight without bright trim or fittings.
medieval_latin_brown_friar_habit,a brown wool friar's habit,"This brown wool friar's habit is a plain robe with a deep body, loose sleeves, and enough length to cover the ankles. The brown wool is practical and subdued, with a slightly uneven texture that shows the hand of the cloth. It is shaped to be belted at the waist and worn under a mantle when needed."
medieval_latin_white_friar_mantle,a white wool friar's mantle,"This white wool friar's mantle is a broad outer wrap with a pale, even face and cleanly finished borders. It drapes across the shoulders and down the back, leaving the arms free beneath the loose fall of cloth. The mantle is finer than a labourer's cloak but remains modest, with no ornament beyond its colour and full sweep."
medieval_latin_simple_nun_habit,a dark wool nun's habit,"This dark wool nun's habit is a long, full robe with modest sleeves and a straight, unshaped body. The dark cloth is plain and heavy, falling in quiet folds from the shoulders to the feet. Its cut is conservative, leaving the garment defined by coverage, simplicity, and an orderly hem."
medieval_latin_nun_wimple_veil,a white linen wimple and veil,"This white linen wimple and veil is arranged as layered headcloths that frame the face and cover the throat. The linen is plain but clean, with folded edges that sit smoothly beneath a darker veil or hood. Its appearance is modest and structured, giving the head and shoulders a pale, enclosed outline."
medieval_latin_poor_clare_grey_habit,a grey wool sister's habit,"This grey wool sister's habit is a plain, ankle-length robe with simple sleeves and a loosely falling body. The cloth is muted and inexpensive, with a rough grey surface that avoids display. It is shaped for a cord belt and veil, making its austerity visible in every line."
medieval_latin_poor_clare_veil,a plain linen sister's veil,"This plain linen sister's veil is a simple white head covering with little shaping beyond its folded front edge. It falls over the hair and shoulders in modest layers, leaving the face open. The fabric is light, matte, and undecorated, suited to an austere habit rather than courtly dress."
medieval_latin_black_clerical_gown,a black wool clerical gown,"This black wool clerical gown is a long, sober garment with straight sleeves and a restrained neckline. The cloth is smooth enough for formal town or church use, but its colour and lack of ornament keep it severe. It hangs neatly from shoulder to ankle, with a plain front and carefully finished hems."
medieval_latin_white_alb,a white linen alb,"This white linen alb is a long liturgical robe with narrow sleeves and a full, clean fall to the feet. The linen is light but well finished, showing broad pale folds where it gathers at the waist. Its edges are plain and carefully hemmed so that brighter vestments can sit clearly over it."
medieval_latin_amice,a white linen amice,"This white linen amice is a rectangular cloth sized to sit around the neck and shoulders beneath other vestments. Its edges are neatly folded, and small ties are worked into the corners to keep the cloth close. The linen is plain, pale, and smooth, serving as a clean visible layer at the collar."
medieval_latin_linen_cincture,a white linen cincture,"This white linen cincture is a narrow corded sash for drawing in a loose robe at the waist. It is braided from pale linen with a simple hand and modest hanging ends. The surface is clean and undecorated, giving it the appearance of an ordered working tie rather than a rich belt."
medieval_latin_stole,a $colour silk stole,"This $colour silk stole is a long, narrow band of cloth with neatly weighted ends and a smooth lustre. The silk catches light along its length, making the $colour tone appear richer where the fabric bends. Its construction is formal and restrained, with straight edges and a clearly ceremonial fall."
medieval_latin_maniple,a $colour silk maniple,"This $colour silk maniple is a short band of fine cloth made to hang from the forearm. The silk is light and smooth, with the $colour shade most visible across the folded central panel. Its ends are carefully squared, giving the small vestment a deliberate and formal outline."
medieval_latin_chasuble,a fine $colour silk chasuble,"This fine $colour silk chasuble is cut as a broad outer vestment with a head opening and a sweeping fall over the torso. The silk lies in rounded folds, its $colour surface broken by the shadow of the shoulders and the heavy lower edge. It is visibly more formal than ordinary clothing, relying on rich cloth, breadth, and clean ceremonial shape."
medieval_latin_dalmatic_vestment,a fine $colour silk dalmatic,"This fine $colour silk dalmatic is a loose, straight vestment with broad sleeves and a squared body. The $colour silk hangs smoothly from the shoulders, leaving the sleeve openings wide and visible. Its formal cut gives it a robe-like dignity while keeping the shape distinct from a closed cloak or mantle."
medieval_latin_processional_cope,a fine $colour silk cope,"This fine $colour silk cope is a great open cloak with a broad semicircular sweep and a smooth outer face. The silk gathers at the shoulders before spreading into a full ceremonial fall, showing the $colour most clearly across the back. Its edge is carefully finished, making the whole garment read as formal outerwear rather than a travelling cloak."
medieval_latin_bishop_mitre,a fine white silk mitre,"This fine white silk mitre is a tall folded headpiece with two stiffened peaks rising above the brow. The silk is pale and smooth, with carefully joined seams holding the upright form. Narrow hanging bands fall from the back, making the headwear unmistakably formal without adding other carried objects."
medieval_latin_bishop_gloves,a pair of fine white liturgical gloves,"These fine white liturgical gloves are sewn from smooth silk with close fingers and neat wrist openings. The fabric has a pale sheen and lies cleanly against the hand when worn. Their finish is more delicate than working gloves, with the emphasis on spotless cloth and careful seams."
medieval_latin_archbishop_pallium,a white wool pallium band,"This white wool pallium band is a narrow looped vestment with hanging ends that fall over the chest and back. The wool is fine, pale, and tightly woven, giving the small garment a clean ceremonial presence. Dark cross-like markings are worked into the band as visible decoration rather than separate metal fittings."
medieval_eastern_black_riassa,a black wool riassa,"This black wool riassa is a long outer robe with a loose body and broad, unhurried sleeves. The cloth is sober and dark, falling from the shoulders in a straight vertical line. Its construction is plain but ample, giving the wearer a formal clerical outline without bright trimming."
medieval_eastern_monastic_mantle,a black wool monastic mantle,"This black wool monastic mantle is a wide outer wrap with enough breadth to cover the shoulders and much of the body. Its folds are heavy and dark, giving the garment a solemn, enclosing silhouette. The edges are simple and unembroidered, with visual weight supplied by the cloth itself."
medieval_eastern_black_klobuk,a black veiled klobuk,"This black veiled klobuk combines a firm dark cap with a hanging veil that falls around the back and sides. The wool is matte and close, with the veil softening the hard line of the cap. It frames the head in a severe, recognisable shape without relying on jewels or bright colour."
medieval_eastern_womens_monastic_veil,a black monastic veil,"This black monastic veil is a plain wool head covering made to fall over the hair, shoulders, and upper back. The fabric is soft enough to fold close to the face but heavy enough to keep a dark, settled outline. It is modest and undecorated, with only the clean fall of cloth marking its form."
medieval_eastern_sticharion,a white linen sticharion,"This white linen sticharion is a long, straight liturgical robe with close sleeves and a pale, even surface. The linen falls cleanly to the feet, forming a bright underlayer beneath richer vestments. Its seams are tidy and restrained, emphasizing length and whiteness rather than decoration."
medieval_eastern_orarion,a $colour silk orarion,"This $colour silk orarion is a long narrow vestment meant to lie over the shoulder in a clear vertical line. The silk is smooth and formal, making the $colour surface catch light along its length. Its edges are straight and carefully finished, giving the band a precise liturgical appearance."
medieval_eastern_epitrachelion,a $colour silk epitrachelion,"This $colour silk epitrachelion is a paired stole joined at the neck and falling in two long panels down the front. The $colour silk has a formal sheen, broken by the fold where the fabric sits around the collar. Its length, symmetry, and careful edging make it distinct from an ordinary scarf."
medieval_eastern_epimanikia,a pair of $colour silk epimanikia,"These $colour silk epimanikia are fitted cuffs made to wrap around the lower sleeves. The silk panels are small but carefully shaped, with ties or narrow bands visible at the inner wrist. Their $colour surface gives a bright, formal finish to the hands and forearms."
medieval_eastern_phelonion,a fine $colour silk phelonion,"This fine $colour silk phelonion is a wide sleeveless outer vestment with a rounded fall from the shoulders. The front is cut to clear the hands while the back drops in a fuller sweep, showing the $colour silk in deep folds. Its form resembles a ceremonial mantle, but the head opening and continuous body give it a distinctive liturgical shape."
medieval_eastern_sakkos,a fine $colour silk sakkos,"This fine $colour silk sakkos is a square-cut outer vestment with broad sleeves and a structured, tunic-like body. The sides are visibly joined by small fastenings or ties, leaving the garment formal but not closely fitted. Its $colour silk and deliberate shape make it more imposing than an ordinary robe."
medieval_eastern_omophorion,a fine white silk omophorion,"This fine white silk omophorion is a broad band made to lie over the shoulders and fall across the chest. The silk is pale, smooth, and substantial enough to hold its line over heavier vestments. Dark cross-like markings break the white field, giving the band an episcopal and ceremonial appearance."
medieval_eastern_kamilavkion,a black felt kamilavkion,"This black felt kamilavkion is a stiff cylindrical cap with a flat crown and straight sides. The felt is dense and matte, holding the cap in a crisp, upright shape. Its severe black surface and clean silhouette give it a formal clerical character."
medieval_islamic_plain_imam_qamis,a plain white cotton imam qamis,"This plain white cotton qamis is a long, straight robe with modest sleeves and a clean front. The cotton is light but opaque, falling in simple folds suited to warm interiors and layered dress. Its whiteness and spare construction make it visibly clean without making it ornate."
medieval_islamic_plain_imam_turban,a plain white cotton imam turban,"This plain white cotton imam turban is made from a long length of cloth wrapped into a neat, layered head covering. The cotton is clean and soft, with overlapping folds forming a modest rounded shape. No jewel or badge marks it, leaving its presence in the whiteness and regularity of the wrap."
medieval_islamic_scholars_jubba,a dark wool scholar's jubba,"This dark wool scholar's jubba is a long outer robe with full sleeves and a dignified, loose body. The wool is smoother than common work cloth, giving the dark surface a measured formal weight. It is cut for layering over a qamis and sirwal, with plain hems and a calm, authoritative silhouette."
medieval_islamic_taylasan,a dark wool taylasan hood,"This dark wool taylasan is a hooded head covering with a short shoulder fall and a sober drape. The wool is fine enough for learned or official wear, but its colour remains restrained. Its shape frames the head and upper shoulders without becoming a full cloak."
medieval_islamic_qadi_turban,a fine white scholar's turban,"This fine white scholar's turban is wrapped from a long, clean length of cotton into a careful formal shape. The folds are regular and layered, giving the headwear more presence than a simple working wrap. Its colour is plain, but the neatness of the cotton and the size of the winding give it dignity."
medieval_sufi_patched_khirqa,a patched wool khirqa,"This patched wool khirqa is a loose robe assembled from visibly different pieces of worn cloth. The patches vary in tone and texture, but the whole garment keeps a roughly ordered robe shape with long sleeves and a full body. It looks intentionally poor and mended, using its roughness as its most visible feature."
medieval_sufi_wool_sash,a coarse wool Sufi sash,"This coarse wool Sufi sash is a plain length of cloth meant to bind a robe at the waist. The wool is rough, dark, and slightly uneven, with frayed-looking ends left visible. It is more severe than decorative, adding a practical horizontal line to otherwise loose clothing."
medieval_sufi_felt_cap,a plain felt dervish cap,"This plain felt dervish cap is a simple, close head covering shaped from dense felt. Its sides are unadorned, and the crown is rounded without embroidery or metal fittings. The material gives it a soft but durable outline suited to rough travel or simple lodgings."
medieval_sufi_coarse_wool_cloak,a coarse wool Sufi cloak,"This coarse wool Sufi cloak is a heavy open wrap with a rough, plainly woven surface. It falls from the shoulders in uneven dark folds, large enough to cover a patched robe or plain qamis beneath. The cloak is austere rather than elegant, with a practical weight and little concern for polish."
medieval_jewish_tallit_gadol,a white wool tallit gadol,"This white wool tallit gadol is a broad rectangular prayer shawl with dark narrow stripes near the ends. The wool is light enough to drape over the shoulders but large enough to cover much of the upper body. Long fringes hang from the corners, making the garment visibly distinct from an ordinary mantle."
medieval_jewish_tallit_katan,a white wool tallit katan,"This white wool tallit katan is a small four-cornered undergarment with a simple head opening and straight hanging panels. The wool is plain and pale, meant to sit beneath or between ordinary clothing layers. Fringes at the corners mark it clearly even though the body of the garment is spare."
medieval_jewish_skullcap,a plain wool skullcap,"This plain wool skullcap is a small close-fitting cap made to sit neatly on the crown of the head. The wool is dark, soft, and unornamented, with shallow seams shaping the rounded form. It is modest and compact, giving little visual weight beyond its careful fit."
medieval_jewish_scholars_robe,a dark wool scholar's robe,"This dark wool scholar's robe is a long, dignified garment with full sleeves and a restrained front. The wool is smooth enough to suggest careful making, while the dark colour keeps it sober. It is shaped for town and synagogue use, with neat hems and an uncluttered fall over inner layers."
medieval_hindu_white_priest_dhoti,a white cotton priest's dhoti,"This white cotton priest's dhoti is a long lower cloth folded and wrapped into a clean, ankle-length drape. The cotton is light, plain, and kept pale, with the broad folds showing the garment's rectangular origin. Its simplicity and whiteness make it visibly more ritual-clean than a colourful everyday lower cloth."
medieval_hindu_white_uttariya,a white cotton uttariya,"This white cotton uttariya is a rectangular shoulder cloth made to pass over the upper body in a simple drape. The cotton is thin, clean, and unpatterned, showing soft folds where it crosses the shoulder. It is modest and light, meant to sit over bare skin or a simple underlayer without ornament."
medieval_hindu_kaupina,a plain cotton kaupina,"This plain cotton kaupina is a very simple loincloth made from a narrow length of white cloth. It is cut and folded for minimal coverage, with no decoration beyond the clean edges of the fabric. The cotton is light and practical, giving the garment an intentionally austere appearance."
medieval_hindu_ochre_ascetic_wrap,an ochre cotton ascetic wrap,"This ochre cotton ascetic wrap is a long rectangular cloth arranged to cover the body in loose folds. The cotton has a warm earth-coloured tone and a plain, unshaped surface. Its form is intentionally simple, relying on wrapping and tucking rather than tailoring."
medieval_hindu_ochre_shoulder_cloth,an ochre cotton shoulder cloth,"This ochre cotton shoulder cloth is a narrow rectangular drape for the upper body. The fabric is light and plain, with its warm colour showing most clearly along the broad hanging panels. It can fall over one shoulder or both, giving a simple ascetic layer above a lower wrap."
medieval_jain_white_ascetic_robe,a white cotton ascetic robe,"This white cotton ascetic robe is a plain, lightly wrapped garment with a straight and modest fall. The cotton is pale, unadorned, and deliberately simple, showing only folds and hems. Its appearance is white-clad and austere, avoiding rich dye, trim, or display."
