category,unique_reference,sdesc,noun,material,size,quality,weight_g,cost,components,tags,morph,notes,fdesc
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_conch_shell_bangle,a conch shell bangle,bangle,conch shell,VerySmall,Standard,38.0,22.0m,Holdable; Wear_Bracelet; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Cut conch shell with creamy curves and warmer pinkish edges shows most clearly on the outer face, while the side that rests against the wearer is quieter. Fine wear gathers around the bangle's highest places, leaving a continuous curve made to show as the hand moves easier to pick out. The conch shell bangle leaves room for local marks or motifs without needing a different base object."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_mother_of_pearl_bangle,a mother-of-pearl bangle,bangle,mother-of-pearl,VerySmall,Good,34.0,90.0m,Holdable; Wear_Bracelet; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Luxury Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Mother-of-pearl flashing softly under the surface shows most clearly on the outer face, while the side that rests against the wearer is quieter. Fine wear gathers around the bangle's highest places, leaving a continuous curve made to show as the hand moves easier to pick out. The mother-of-pearl bangle is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_plain_gold_bangle,a plain gold bangle,bangle,gold,VerySmall,Good,55.0,400.0m,Holdable; Wear_Bracelet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Noble Jewellery,,,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A continuous curve made to show as the hand moves breaks up the line of deep yellow gold with a warm, steady shine. Rubbing has brightened the exposed parts of the plain gold bangle without making it look neglected. The plain gold bangle feels selected for appearance first, with practical wearing kept secondary."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_red_coral_bangle,a red coral bangle,bangle,coral,VerySmall,Good,45.0,125.0m,Holdable; Wear_Bracelet; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Luxury Jewellery,,,"A red coral bangle would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Rubbing has brightened the exposed parts of the red coral bangle without making it look neglected. The red coral bangle leaves room for local marks or motifs without needing a different base object."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_paired_glass_bangle_set,a paired glass bangle set,bangle,glass,VerySmall,Standard,70.0,34.0m,Holdable; Wear_Bracelets; Destroyable_Glassware,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Coloured glass polished smooth enough to glow at the edges shows most clearly on the outer face, while the side that rests against the wearer is quieter. Close inspection of the paired glass bangle set shows small tool marks rather than cast-perfect smoothness. The paired glass bangle set is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_paired_gold_bangle_set,a paired gold bangle set,bangle,gold,VerySmall,Good,110.0,780.0m,Holdable; Wear_Bracelets; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Noble Jewellery,,,"A paired gold bangle set would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The worked parts of the paired gold bangle set are decorative, but none suggest a moving catch or concealed compartment. The paired gold bangle set is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_paired_conch_bangle_set,a paired conch bangle set,bangle,conch shell,VerySmall,Standard,80.0,44.0m,Holdable; Wear_Bracelets; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,,,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A continuous curve made to show as the hand moves breaks up the line of cut conch shell with creamy curves and warmer pinkish edges. The hidden side of the paired conch bangle set is plainer, so attention stays on a continuous curve made to show as the hand moves and the visible finish. The paired conch bangle set carries value through visible material and workmanship, not through hidden mechanism."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_silver_gilt_bangle,a silver-gilt bangle,bangle,silver-gilt,VerySmall,Good,52.0,180.0m,Holdable; Wear_Bracelet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Luxury Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Gold-washed silver, brighter on the raised places and paler at worn edges shows most clearly on the outer face, while the side that rests against the wearer is quieter. Close inspection of the silver-gilt bangle shows small tool marks rather than cast-perfect smoothness. The silver-gilt bangle is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_gilded_copper_bangle,a gilded copper bangle,bangle,gilded copper,VerySmall,Standard,50.0,48.0m,Holdable; Wear_Bracelet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,,,"A gilded copper bangle is made to circle a limb, with coppery red metal visible beneath worn gilt edges providing the visible body of the ornament. The edges are kept low and rounded, and a continuous curve made to show as the hand moves gives the piece a recognisable worked surface. The hidden side of the gilded copper bangle is plainer, so attention stays on a continuous curve made to show as the hand moves and the visible finish. The gilded copper bangle is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_jade_bangle,a jade bangle,bangle,jade,VerySmall,Good,60.0,180.0m,Holdable; Wear_Bracelet; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Luxury Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Green jade smoothed to a cool waxy finish shows most clearly on the outer face, while the side that rests against the wearer is quieter. The worked parts of the jade bangle are decorative, but none suggest a moving catch or concealed compartment. The piece would signal wealthy taste while remaining straightforward jewellery."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_bronze_upper_arm_armlet,a bronze upper-arm armlet,armlet,bronze,Small,Good,120.0,58.0m,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,,,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A slightly widened face meant to turn outward breaks up the line of brown-gold bronze with rubbed high points. The hidden side of the bronze upper-arm armlet is plainer, so attention stays on a slightly widened face meant to turn outward and the visible finish. The piece would signal ordinary market taste while remaining straightforward jewellery."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_silver_armlet,a silver armlet,armlet,silver,Small,Good,105.0,220.0m,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Luxury Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Pale silver brightened at its raised surfaces shows most clearly on the outer face, while the side that rests against the wearer is quieter. Close inspection of the silver armlet shows small tool marks rather than cast-perfect smoothness. The silver armlet reads as wealthy adornment rather than a tool, charm, or container."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_gold_armlet,a gold armlet,armlet,gold,Small,Good,115.0,760.0m,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Noble Jewellery,,,"A gold armlet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Small handling marks cross the gold armlet unevenly, especially where it would brush cloth or skin. The gold armlet carries value through visible material and workmanship, not through hidden mechanism."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_leather_upper_arm_band,a leather upper-arm band,armlet,leather,Small,Standard,35.0,10.0m,Holdable; Wear_Armlet; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Commoner Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Worked leather with creases at the folds shows most clearly on the outer face, while the side that rests against the wearer is quieter. The worked parts of the leather upper-arm band are decorative, but none suggest a moving catch or concealed compartment. The leather upper-arm band carries value through visible material and workmanship, not through hidden mechanism."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_horn_armlet,a horn armlet,armlet,horn,Small,Good,60.0,26.0m,Holdable; Wear_Armlet; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,,,"A horn armlet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Fine wear gathers around the armlet's highest places, leaving a slightly widened face meant to turn outward easier to pick out. The horn armlet is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_gilded_bronze_armlet,a gilded bronze armlet,armlet,gilded bronze,Small,Good,100.0,150.0m,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Luxury Jewellery,,,"A gilded bronze armlet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The hidden side of the gilded bronze armlet is plainer, so attention stays on a slightly widened face meant to turn outward and the visible finish. The gilded bronze armlet leaves room for local marks or motifs without needing a different base object."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_motif_silver_armlet,a $motif silver armlet,armlet,silver,Small,Good,110.0,240.0m,Holdable; Wear_Armlet; Destroyable_HeavyMetal; Variable_JewelleryMotif,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Luxury Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Pale silver brightened at its raised surfaces shows most clearly on the outer face, while the side that rests against the wearer is quieter. Rubbing has brightened the exposed parts of the $motif silver armlet without making it look neglected. The $motif silver armlet reads as wealthy adornment rather than a tool, charm, or container."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_coral_set_armlet,a coral-set armlet,armlet,silver,Small,Good,125.0,360.0m,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Noble Jewellery,,,"A coral-set armlet is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and visible coral detail worked into the public face gives the piece a recognisable worked surface. Rubbing has brightened the exposed parts of the coral-set armlet without making it look neglected. The coral-set armlet is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_steppe_silver_arm_ring,a steppe silver arm ring,armlet,silver,Small,Good,130.0,260.0m,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Luxury Jewellery,,,"A steppe silver arm ring would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Close inspection of the steppe silver arm ring shows small tool marks rather than cast-perfect smoothness. The steppe silver arm ring is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_heavy_bronze_arm_ring,a heavy bronze arm ring,armlet,bronze,Small,Good,150.0,70.0m,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,,,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A slightly widened face meant to turn outward breaks up the line of brown-gold bronze with rubbed high points. Fine wear gathers around the armlet's highest places, leaving a slightly widened face meant to turn outward easier to pick out. The piece would signal ordinary market taste while remaining straightforward jewellery."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_copper_anklet,a copper anklet,anklet,copper,VerySmall,Standard,42.0,10.0m,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Commoner Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Warm reddish copper darkened in the recesses shows most clearly on the outer face, while the side that rests against the wearer is quieter. Rubbing has brightened the exposed parts of the copper anklet without making it look neglected. The copper anklet is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_paired_brass_anklet_set,a paired brass anklet set,anklet,brass,VerySmall,Standard,95.0,46.0m,Holdable; Wear_Anklets; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,,,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. The inner side kept plainer than the visible outer arc breaks up the line of yellow brass polished brighter on the edges. Rubbing has brightened the exposed parts of the paired brass anklet set without making it look neglected. The paired brass anklet set carries value through visible material and workmanship, not through hidden mechanism."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_paired_silver_anklet_set,a paired silver anklet set,anklet,silver,VerySmall,Good,88.0,160.0m,Holdable; Wear_Anklets; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Luxury Jewellery,,,"A paired silver anklet set is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and the inner side kept plainer than the visible outer arc gives the piece a recognisable worked surface. Rubbing has brightened the exposed parts of the paired silver anklet set without making it look neglected. The paired silver anklet set is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_bell_less_bronze_anklet,a bell-less bronze anklet,anklet,bronze,VerySmall,Standard,54.0,28.0m,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,,,"A bell-less bronze anklet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Rubbing has brightened the exposed parts of the bell-less bronze anklet without making it look neglected. The piece would signal ordinary market taste while remaining straightforward jewellery."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_cowrie_shell_anklet_string,a cowrie shell anklet string,anklet,cowrie shell,VerySmall,Standard,38.0,12.0m,Holdable; Wear_Anklet; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Commoner Jewellery,,,"A cowrie shell anklet string would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The worked parts of the cowrie shell anklet string are decorative, but none suggest a moving catch or concealed compartment. The cowrie shell anklet string carries value through visible material and workmanship, not through hidden mechanism."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_conch_shell_anklet,a conch shell anklet,anklet,conch shell,VerySmall,Standard,42.0,20.0m,Holdable; Wear_Anklet; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,,,"A conch shell anklet is made to circle a limb, with cut conch shell with creamy curves and warmer pinkish edges providing the visible body of the ornament. The edges are kept low and rounded, and the inner side kept plainer than the visible outer arc gives the piece a recognisable worked surface. Small handling marks cross the conch shell anklet unevenly, especially where it would brush cloth or skin. The conch shell anklet leaves room for local marks or motifs without needing a different base object."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_gold_court_anklet,a gold court anklet,anklet,gold,VerySmall,Good,62.0,420.0m,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Noble Jewellery,,,"A gold court anklet is made to circle a limb, with deep yellow gold with a warm, steady shine providing the visible body of the ornament. The edges are kept low and rounded, and the inner side kept plainer than the visible outer arc gives the piece a recognisable worked surface. Rubbing has brightened the exposed parts of the gold court anklet without making it look neglected. The gold court anklet leaves room for local marks or motifs without needing a different base object."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_glass_bead_anklet,a glass bead anklet,anklet,glass,VerySmall,Standard,36.0,18.0m,Holdable; Wear_Anklet; Destroyable_Glassware,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,,,"A glass bead anklet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Fine wear gathers around the anklet's highest places, leaving the inner side kept plainer than the visible outer arc easier to pick out. The glass bead anklet feels selected for appearance first, with practical wearing kept secondary."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_coral_bead_anklet,a coral bead anklet,anklet,coral,VerySmall,Good,40.0,80.0m,Holdable; Wear_Anklet; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Luxury Jewellery,,,"This limb ornament is practical in scale even when it is decorative in intent. Coral beads with a warm sea-worn surface shows most clearly on the outer face, while the side that rests against the wearer is quieter. Small handling marks cross the coral bead anklet unevenly, especially where it would brush cloth or skin. The coral bead anklet is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_braided_hemp_anklet,a braided hemp anklet,anklet,hemp,VerySmall,Standard,18.0,2.0m,Holdable; Wear_Anklet; Destroyable_Clothing,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Simple Jewellery,,,"A braided hemp anklet would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. Fine wear gathers around the anklet's highest places, leaving the inner side kept plainer than the visible outer arc easier to pick out. The piece would signal simple household taste while remaining straightforward jewellery."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_plain_silver_toe_ring,a plain silver toe ring,ring,silver,Tiny,Standard,5.0,22.0m,Holdable; Wear_Toe_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Toe Rings; Market / Jewellery / Standard Jewellery,,,"A plain silver toe ring would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The hidden side of the plain silver toe ring is plainer, so attention stays on a small open gap where the band can be adjusted and the visible finish. The plain silver toe ring carries value through visible material and workmanship, not through hidden mechanism."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_paired_silver_toe_ring_set,a paired silver toe-ring set,ring,silver,Tiny,Standard,10.0,42.0m,Holdable; Wear_Toe_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Toe Rings; Market / Jewellery / Standard Jewellery,,,"A paired silver toe-ring set would show whenever a sleeve, hem, or hand moved aside. The maker has balanced ornament against comfort, keeping the underside smoother than the display face. The hidden side of the paired silver toe-ring set is plainer, so attention stays on a small open gap where the band can be adjusted and the visible finish. The piece would signal ordinary market taste while remaining straightforward jewellery."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_copper_toe_ring,a copper toe ring,ring,copper,Tiny,Standard,4.0,5.0m,Holdable; Wear_Toe_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Toe Rings; Market / Jewellery / Commoner Jewellery,,,"The form is simple enough to survive frequent wearing, but not so plain that it disappears. A small open gap where the band can be adjusted breaks up the line of warm reddish copper darkened in the recesses. The hidden side of the copper toe ring is plainer, so attention stays on a small open gap where the band can be adjusted and the visible finish. The copper toe ring is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_gold_toe_ring,a gold toe ring,ring,gold,Tiny,Good,5.0,90.0m,Holdable; Wear_Toe_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Toe Rings; Market / Jewellery / Luxury Jewellery,,,"A gold toe ring is made to circle a limb, with deep yellow gold with a warm, steady shine providing the visible body of the ornament. The edges are kept low and rounded, and a small open gap where the band can be adjusted gives the piece a recognisable worked surface. Fine wear gathers around the ring's highest places, leaving a small open gap where the band can be adjusted easier to pick out. The gold toe ring is meant to be noticed in wear, but nothing about it implies armour or magic."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_shell_set_toe_ring,a shell-set toe ring,ring,silver,Tiny,Standard,6.0,30.0m,Holdable; Wear_Toe_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Toe Rings; Market / Jewellery / Standard Jewellery,,,"A shell-set toe ring is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and visible shell detail worked into the public face gives the piece a recognisable worked surface. The worked parts of the shell-set toe ring are decorative, but none suggest a moving catch or concealed compartment. The shell-set toe ring leaves room for local marks or motifs without needing a different base object."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_brass_toe_ring,a brass toe ring,ring,brass,Tiny,Standard,5.0,8.0m,Holdable; Wear_Toe_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Toe Rings; Market / Jewellery / Commoner Jewellery,,,"A brass toe ring is made to circle a limb, with yellow brass polished brighter on the edges providing the visible body of the ornament. The edges are kept low and rounded, and a small open gap where the band can be adjusted gives the piece a recognisable worked surface. The hidden side of the brass toe ring is plainer, so attention stays on a small open gap where the band can be adjusted and the visible finish. The brass toe ring carries value through visible material and workmanship, not through hidden mechanism."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_tiny_pearl_toe_ring,a tiny pearl toe ring,ring,silver,Tiny,Good,5.0,70.0m,Holdable; Wear_Toe_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Toe Rings; Market / Jewellery / Luxury Jewellery,,,"A tiny pearl toe ring is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and visible pearl detail worked into the public face gives the piece a recognisable worked surface. The worked parts of the tiny pearl toe ring are decorative, but none suggest a moving catch or concealed compartment. The tiny pearl toe ring reads as wealthy adornment rather than a tool, charm, or container."
"Wrist, arm, ankle, and toe adornment",medieval_jewellery_limb_motif_toe_ring,a $motif toe ring,ring,silver,Tiny,Standard,5.0,35.0m,Holdable; Wear_Toe_Ring; Destroyable_HeavyMetal; Variable_JewelleryMotif,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Toe Rings; Market / Jewellery / Standard Jewellery,,,"A $motif toe ring is made to circle a limb, with pale silver brightened at its raised surfaces providing the visible body of the ornament. The edges are kept low and rounded, and the selected motif set into the outward-facing surface gives the piece a recognisable worked surface. Small handling marks cross the $motif toe ring unevenly, especially where it would brush cloth or skin. The $motif toe ring carries value through visible material and workmanship, not through hidden mechanism."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_copper_hoop_earrings,a pair of copper hoop earrings,earring,copper,Tiny,Standard,10.0,8.0m,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Commoner Jewellery,,,"The ornament is light in the hand, with a small hanging point polished more brightly than the rest worked into the part most likely to catch the eye. Warm reddish copper darkened in the recesses gives it colour and finish without making it look bulky. Close inspection of the pair of copper hoop earrings shows small tool marks rather than cast-perfect smoothness. The pair of copper hoop earrings carries value through visible material and workmanship, not through hidden mechanism."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_bronze_hoop_earrings,a pair of bronze hoop earrings,earring,bronze,Tiny,Standard,14.0,16.0m,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,,,"A pair of bronze hoop earrings is small enough to depend on close detail, not weight. The visible face uses brown-gold bronze with rubbed high points, while the back and fastening are plainer. Small handling marks cross the pair of bronze hoop earrings unevenly, especially where it would brush cloth or skin. The pair of bronze hoop earrings is meant to be noticed in wear, but nothing about it implies armour or magic."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_silver_hoop_earrings,a pair of silver hoop earrings,earring,silver,Tiny,Good,12.0,58.0m,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Merchant Jewellery,,,"There is a deliberate economy to the piece: little material, but careful placement. Pale silver brightened at its raised surfaces stands out in the face of the ornament, with simpler work hidden behind it. Close inspection of the pair of silver hoop earrings shows small tool marks rather than cast-perfect smoothness. The pair of silver hoop earrings carries value through visible material and workmanship, not through hidden mechanism."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_gold_hoop_earrings,a pair of gold hoop earrings,earring,gold,Tiny,Good,11.0,210.0m,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Luxury Jewellery,,,"A pair of gold hoop earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. The worked parts of the pair of gold hoop earrings are decorative, but none suggest a moving catch or concealed compartment. The piece would signal wealthy taste while remaining straightforward jewellery."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_pearl_drop_earrings,a pair of pearl drop earrings,earring,pearl,Tiny,Good,9.0,180.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Luxury Jewellery,,,"A pair of pearl drop earrings is small enough to depend on close detail, not weight. The visible face uses small pearls with uneven but gentle lustre, while the back and fastening are plainer. Small handling marks cross the pair of pearl drop earrings unevenly, especially where it would brush cloth or skin. The pair of pearl drop earrings leaves room for local marks or motifs without needing a different base object."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_coral_drop_earrings,a pair of coral drop earrings,earring,coral,Tiny,Good,12.0,120.0m,Holdable; Wear_Earrings; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Luxury Jewellery,,,"A pair of coral drop earrings is small enough to depend on close detail, not weight. The visible face uses coral beads with a warm sea-worn surface, while the back and fastening are plainer. Small handling marks cross the pair of coral drop earrings unevenly, especially where it would brush cloth or skin. The piece would signal wealthy taste while remaining straightforward jewellery."
Earrings and culturally justified piercings,medieval_jewellery_ear_pair_of_glass_bead_earrings,a pair of glass bead earrings,earring,glass,Tiny,Standard,10.0,18.0m,Holdable; Wear_Earrings; Destroyable_Glassware,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,,,"A pair of glass bead earrings has a front meant for display and a reverse meant simply to sit against the wearer. The edges are softened so the small form reads as jewellery rather than loose hardware. Close inspection of the pair of glass bead earrings shows small tool marks rather than cast-perfect smoothness. The pair of glass bead earrings reads as ordinary market adornment rather than a tool, charm, or container."
