StableKey	EraAdmissions	Category	Trait	MinimumTraitValue	Difficulty	ProductStableReference	InputMaterial	InputGrams
craft_industrialised_computing_networking_0039_heavy_duty_monitor	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0039_heavy_duty_monitor	natural rubber	2531
craft_industrialised_computing_networking_0040_heavy_duty_cable	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0040_heavy_duty_cable	mild steel	2572
craft_industrialised_computing_networking_0041_folding_scrap	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0041_folding_scrap	copper	2612
craft_industrialised_computing_networking_0042_folding_terminal	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0042_folding_terminal	glass	2653
craft_industrialised_computing_networking_0043_folding_adapter	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0043_folding_adapter	natural rubber	2694
craft_industrialised_computing_networking_0044_folding_switch	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0044_folding_switch	mild steel	2735
craft_industrialised_computing_networking_0045_folding_cabinet	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0045_folding_cabinet	copper	2775
craft_industrialised_computing_networking_0046_folding_console	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0046_folding_console	glass	2816
craft_industrialised_computing_networking_0047_folding_reader	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0047_folding_reader	natural rubber	2857
craft_industrialised_computing_networking_0048_folding_keyboard	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0048_folding_keyboard	mild steel	2897
craft_industrialised_computing_networking_0049_folding_monitor	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0049_folding_monitor	copper	2938
craft_industrialised_computing_networking_0050_folding_cable	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0050_folding_cable	glass	2979
craft_industrialised_computing_networking_0051_portable_scrap	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0051_portable_scrap	natural rubber	3020
craft_industrialised_computing_networking_0052_portable_terminal	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0052_portable_terminal	mild steel	3060
craft_industrialised_computing_networking_0053_portable_adapter	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0053_portable_adapter	copper	3101
craft_industrialised_computing_networking_0054_portable_switch	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0054_portable_switch	glass	3142
craft_industrialised_computing_networking_0055_portable_cabinet	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0055_portable_cabinet	natural rubber	3182
craft_industrialised_computing_networking_0056_portable_console	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0056_portable_console	mild steel	3223
craft_industrialised_computing_networking_0057_portable_reader	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0057_portable_reader	copper	3264
craft_industrialised_computing_networking_0058_portable_keyboard	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0058_portable_keyboard	glass	3304
craft_industrialised_computing_networking_0059_portable_monitor	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0059_portable_monitor	natural rubber	3345
craft_industrialised_computing_networking_0060_portable_cable	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0060_portable_cable	mild steel	3386
craft_industrialised_computing_networking_0061_workshop_scrap	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0061_workshop_scrap	copper	3427
craft_industrialised_computing_networking_0062_workshop_terminal	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0062_workshop_terminal	glass	3467
craft_industrialised_computing_networking_0063_workshop_adapter	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0063_workshop_adapter	natural rubber	3508
craft_industrialised_computing_networking_0064_workshop_switch	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0064_workshop_switch	mild steel	3549
craft_industrialised_computing_networking_0065_workshop_cabinet	modern;nuclear;information	Computing and networking	Labouring	0	Normal	industrialised_computing_networking_0065_workshop_cabinet	copper	3589
craft_industrialised_telecom_media_photography_0001_plain_scrap	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0001_plain_scrap	glass	1096
craft_industrialised_telecom_media_photography_0002_plain_telephone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0002_plain_telephone	natural rubber	1136
craft_industrialised_telecom_media_photography_0003_plain_receiver	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0003_plain_receiver	mild steel	1177
craft_industrialised_telecom_media_photography_0004_plain_camera	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0004_plain_camera	copper	1218
craft_industrialised_telecom_media_photography_0005_plain_tripod	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0005_plain_tripod	glass	1258
craft_industrialised_telecom_media_photography_0006_plain_speaker	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0006_plain_speaker	natural rubber	1299
craft_industrialised_telecom_media_photography_0007_plain_recorder	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0007_plain_recorder	mild steel	1340
craft_industrialised_telecom_media_photography_0008_plain_projector	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0008_plain_projector	copper	1380
craft_industrialised_telecom_media_photography_0009_plain_microphone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0009_plain_microphone	glass	1421
craft_industrialised_telecom_media_photography_0010_plain_cable	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0010_plain_cable	natural rubber	1462
craft_industrialised_telecom_media_photography_0011_reinforced_scrap	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0011_reinforced_scrap	mild steel	1503
craft_industrialised_telecom_media_photography_0012_reinforced_telephone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0012_reinforced_telephone	copper	1543
craft_industrialised_telecom_media_photography_0013_reinforced_receiver	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0013_reinforced_receiver	glass	1584
craft_industrialised_telecom_media_photography_0014_reinforced_camera	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0014_reinforced_camera	natural rubber	1625
craft_industrialised_telecom_media_photography_0015_reinforced_tripod	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0015_reinforced_tripod	mild steel	1665
craft_industrialised_telecom_media_photography_0016_reinforced_speaker	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0016_reinforced_speaker	copper	1706
craft_industrialised_telecom_media_photography_0017_reinforced_recorder	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0017_reinforced_recorder	glass	1747
craft_industrialised_telecom_media_photography_0018_reinforced_projector	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0018_reinforced_projector	natural rubber	1788
craft_industrialised_telecom_media_photography_0019_reinforced_microphone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0019_reinforced_microphone	mild steel	1828
craft_industrialised_telecom_media_photography_0020_reinforced_cable	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0020_reinforced_cable	copper	1869
craft_industrialised_telecom_media_photography_0021_compact_scrap	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0021_compact_scrap	glass	1910
craft_industrialised_telecom_media_photography_0022_compact_telephone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0022_compact_telephone	natural rubber	1950
craft_industrialised_telecom_media_photography_0023_compact_receiver	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0023_compact_receiver	mild steel	1991
craft_industrialised_telecom_media_photography_0024_compact_camera	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0024_compact_camera	copper	2032
craft_industrialised_telecom_media_photography_0025_compact_tripod	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0025_compact_tripod	glass	2072
craft_industrialised_telecom_media_photography_0026_compact_speaker	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0026_compact_speaker	natural rubber	2113
craft_industrialised_telecom_media_photography_0027_compact_recorder	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0027_compact_recorder	mild steel	2154
craft_industrialised_telecom_media_photography_0028_compact_projector	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0028_compact_projector	copper	2194
craft_industrialised_telecom_media_photography_0029_compact_microphone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0029_compact_microphone	glass	2235
craft_industrialised_telecom_media_photography_0030_compact_cable	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0030_compact_cable	natural rubber	2276
craft_industrialised_telecom_media_photography_0031_heavy_duty_scrap	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0031_heavy_duty_scrap	mild steel	2317
craft_industrialised_telecom_media_photography_0032_heavy_duty_telephone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0032_heavy_duty_telephone	copper	2357
craft_industrialised_telecom_media_photography_0033_heavy_duty_receiver	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0033_heavy_duty_receiver	glass	2398
craft_industrialised_telecom_media_photography_0034_heavy_duty_camera	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0034_heavy_duty_camera	natural rubber	2439
craft_industrialised_telecom_media_photography_0035_heavy_duty_tripod	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0035_heavy_duty_tripod	mild steel	2479
craft_industrialised_telecom_media_photography_0036_heavy_duty_speaker	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0036_heavy_duty_speaker	copper	2520
craft_industrialised_telecom_media_photography_0037_heavy_duty_recorder	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0037_heavy_duty_recorder	glass	2561
craft_industrialised_telecom_media_photography_0038_heavy_duty_projector	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0038_heavy_duty_projector	natural rubber	2602
craft_industrialised_telecom_media_photography_0039_heavy_duty_microphone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0039_heavy_duty_microphone	mild steel	2642
craft_industrialised_telecom_media_photography_0040_heavy_duty_cable	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0040_heavy_duty_cable	copper	2683
craft_industrialised_telecom_media_photography_0041_folding_scrap	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0041_folding_scrap	glass	2724
craft_industrialised_telecom_media_photography_0042_folding_telephone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0042_folding_telephone	natural rubber	2764
craft_industrialised_telecom_media_photography_0043_folding_receiver	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0043_folding_receiver	mild steel	2805
craft_industrialised_telecom_media_photography_0044_folding_camera	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0044_folding_camera	copper	2846
craft_industrialised_telecom_media_photography_0045_folding_tripod	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0045_folding_tripod	glass	2886
craft_industrialised_telecom_media_photography_0046_folding_speaker	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0046_folding_speaker	natural rubber	2927
craft_industrialised_telecom_media_photography_0047_folding_recorder	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0047_folding_recorder	mild steel	2968
craft_industrialised_telecom_media_photography_0048_folding_projector	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0048_folding_projector	copper	3009
craft_industrialised_telecom_media_photography_0049_folding_microphone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0049_folding_microphone	glass	3049
craft_industrialised_telecom_media_photography_0050_folding_cable	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0050_folding_cable	natural rubber	3090
craft_industrialised_telecom_media_photography_0051_portable_scrap	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0051_portable_scrap	mild steel	3131
craft_industrialised_telecom_media_photography_0052_portable_telephone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0052_portable_telephone	copper	3171
craft_industrialised_telecom_media_photography_0053_portable_receiver	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0053_portable_receiver	glass	3212
craft_industrialised_telecom_media_photography_0054_portable_camera	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0054_portable_camera	natural rubber	3253
craft_industrialised_telecom_media_photography_0055_portable_tripod	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0055_portable_tripod	mild steel	3293
craft_industrialised_telecom_media_photography_0056_portable_speaker	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0056_portable_speaker	copper	3334
craft_industrialised_telecom_media_photography_0057_portable_recorder	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0057_portable_recorder	glass	3375
craft_industrialised_telecom_media_photography_0058_portable_projector	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0058_portable_projector	natural rubber	3416
craft_industrialised_telecom_media_photography_0059_portable_microphone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0059_portable_microphone	mild steel	3456
craft_industrialised_telecom_media_photography_0060_portable_cable	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0060_portable_cable	copper	3497
craft_industrialised_telecom_media_photography_0061_workshop_scrap	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0061_workshop_scrap	glass	3538
craft_industrialised_telecom_media_photography_0062_workshop_telephone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0062_workshop_telephone	natural rubber	3578
craft_industrialised_telecom_media_photography_0063_workshop_receiver	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0063_workshop_receiver	mild steel	3619
craft_industrialised_telecom_media_photography_0064_workshop_camera	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0064_workshop_camera	copper	3660
craft_industrialised_telecom_media_photography_0065_workshop_tripod	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0065_workshop_tripod	glass	3700
craft_industrialised_telecom_media_photography_0066_workshop_speaker	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0066_workshop_speaker	natural rubber	3741
craft_industrialised_telecom_media_photography_0067_workshop_recorder	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0067_workshop_recorder	mild steel	3782
craft_industrialised_telecom_media_photography_0068_workshop_projector	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0068_workshop_projector	copper	3823
craft_industrialised_telecom_media_photography_0069_workshop_microphone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0069_workshop_microphone	glass	3863
craft_industrialised_telecom_media_photography_0070_workshop_cable	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0070_workshop_cable	natural rubber	3904
craft_industrialised_telecom_media_photography_0071_institutional_scrap	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0071_institutional_scrap	mild steel	3945
craft_industrialised_telecom_media_photography_0072_institutional_telephone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0072_institutional_telephone	copper	3985
craft_industrialised_telecom_media_photography_0073_institutional_receiver	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0073_institutional_receiver	glass	4026
craft_industrialised_telecom_media_photography_0074_institutional_camera	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0074_institutional_camera	natural rubber	4067
craft_industrialised_telecom_media_photography_0075_institutional_tripod	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0075_institutional_tripod	mild steel	4107
craft_industrialised_telecom_media_photography_0076_institutional_speaker	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0076_institutional_speaker	copper	4148
craft_industrialised_telecom_media_photography_0077_institutional_recorder	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0077_institutional_recorder	glass	4189
craft_industrialised_telecom_media_photography_0078_institutional_projector	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0078_institutional_projector	natural rubber	4230
craft_industrialised_telecom_media_photography_0079_institutional_microphone	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0079_institutional_microphone	mild steel	4270
craft_industrialised_telecom_media_photography_0080_institutional_cable	industrial;modern;nuclear;information	Telecom, media and photography	Labouring	0	Normal	industrialised_telecom_media_photography_0080_institutional_cable	copper	4311
craft_industrial_telecom_media_photography_0001_compact_scrap	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0001_compact_scrap	glass	1096
craft_industrial_telecom_media_photography_0002_compact_telephone	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0002_compact_telephone	natural rubber	1136
craft_industrial_telecom_media_photography_0003_compact_receiver	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0003_compact_receiver	mild steel	1177
craft_industrial_telecom_media_photography_0004_compact_camera	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0004_compact_camera	copper	1218
craft_industrial_telecom_media_photography_0005_compact_tripod	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0005_compact_tripod	glass	1258
craft_industrial_telecom_media_photography_0006_compact_speaker	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0006_compact_speaker	natural rubber	1299
craft_industrial_telecom_media_photography_0007_compact_recorder	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0007_compact_recorder	mild steel	1340
craft_industrial_telecom_media_photography_0008_compact_projector	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0008_compact_projector	copper	1380
craft_industrial_telecom_media_photography_0009_compact_microphone	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0009_compact_microphone	glass	1421
craft_industrial_telecom_media_photography_0010_compact_cable	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0010_compact_cable	natural rubber	1462
craft_industrial_telecom_media_photography_0011_heavy_duty_scrap	industrial	Telecom, media and photography	Labouring	0	Normal	industrial_telecom_media_photography_0011_heavy_duty_scrap	mild steel	1503
craft_industrialised_electrical_power_lighting_0001_plain_scrap	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0001_plain_scrap	mild steel	1207
craft_industrialised_electrical_power_lighting_0002_plain_lamp	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0002_plain_lamp	glass	1247
craft_industrialised_electrical_power_lighting_0003_plain_socket	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0003_plain_socket	ceramic	1288
craft_industrialised_electrical_power_lighting_0004_plain_switch	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0004_plain_switch	natural rubber	1329
craft_industrialised_electrical_power_lighting_0005_plain_fuse	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0005_plain_fuse	copper	1370
craft_industrialised_electrical_power_lighting_0006_plain_lantern	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0006_plain_lantern	mild steel	1410
craft_industrialised_electrical_power_lighting_0007_plain_lead	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0007_plain_lead	glass	1451
craft_industrialised_electrical_power_lighting_0008_plain_junction	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0008_plain_junction	ceramic	1492
craft_industrialised_electrical_power_lighting_0009_plain_meter	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0009_plain_meter	natural rubber	1532
craft_industrialised_electrical_power_lighting_0010_plain_transformer	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0010_plain_transformer	copper	1573
craft_industrialised_electrical_power_lighting_0011_reinforced_scrap	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0011_reinforced_scrap	mild steel	1614
craft_industrialised_electrical_power_lighting_0012_reinforced_lamp	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0012_reinforced_lamp	glass	1654
craft_industrialised_electrical_power_lighting_0013_reinforced_socket	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0013_reinforced_socket	ceramic	1695
craft_industrialised_electrical_power_lighting_0014_reinforced_switch	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0014_reinforced_switch	natural rubber	1736
craft_industrialised_electrical_power_lighting_0015_reinforced_fuse	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0015_reinforced_fuse	copper	1777
craft_industrialised_electrical_power_lighting_0016_reinforced_lantern	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0016_reinforced_lantern	mild steel	1817
craft_industrialised_electrical_power_lighting_0017_reinforced_lead	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0017_reinforced_lead	glass	1858
craft_industrialised_electrical_power_lighting_0018_reinforced_junction	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0018_reinforced_junction	ceramic	1899
craft_industrialised_electrical_power_lighting_0019_reinforced_meter	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0019_reinforced_meter	natural rubber	1939
craft_industrialised_electrical_power_lighting_0020_reinforced_transformer	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0020_reinforced_transformer	copper	1980
craft_industrialised_electrical_power_lighting_0021_compact_scrap	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0021_compact_scrap	mild steel	2021
craft_industrialised_electrical_power_lighting_0022_compact_lamp	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0022_compact_lamp	glass	2061
craft_industrialised_electrical_power_lighting_0023_compact_socket	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0023_compact_socket	ceramic	2102
craft_industrialised_electrical_power_lighting_0024_compact_switch	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0024_compact_switch	natural rubber	2143
craft_industrialised_electrical_power_lighting_0025_compact_fuse	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0025_compact_fuse	copper	2184
craft_industrialised_electrical_power_lighting_0026_compact_lantern	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0026_compact_lantern	mild steel	2224
craft_industrialised_electrical_power_lighting_0027_compact_lead	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0027_compact_lead	glass	2265
craft_industrialised_electrical_power_lighting_0028_compact_junction	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0028_compact_junction	ceramic	2306
craft_industrialised_electrical_power_lighting_0029_compact_meter	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0029_compact_meter	natural rubber	2346
craft_industrialised_electrical_power_lighting_0030_compact_transformer	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0030_compact_transformer	copper	2387
craft_industrialised_electrical_power_lighting_0031_heavy_duty_scrap	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0031_heavy_duty_scrap	mild steel	2428
craft_industrialised_electrical_power_lighting_0032_heavy_duty_lamp	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0032_heavy_duty_lamp	glass	2468
craft_industrialised_electrical_power_lighting_0033_heavy_duty_socket	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0033_heavy_duty_socket	ceramic	2509
craft_industrialised_electrical_power_lighting_0034_heavy_duty_switch	industrial;modern;nuclear;information	Electrical power and lighting	Labouring	0	Normal	industrialised_electrical_power_lighting_0034_heavy_duty_switch	natural rubber	2550
