StableReference	PhysicalKind	Family	Admissions	Concept	Ownership	Material	LiquidDependency	Components	Tags	IngredientProfile	NutritionProfile	DietaryProfile	FreshnessProfile	HealthBindings	ProductionRoute	FailureFamily	EvidenceRoute	Rationale	ReviewState
nuclear_food_preserve_condiment_001	Item	preserves-and-condiments	nuclear	standardised tomato sauce (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_preserve_condiment_001	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_nuclear_food_preserve_condiment_001	failure_food_unusable	evidence_preserves-and-condiments	Processed accompaniments and preserves whose chemistry, composition or economic unit is distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_preserve_condiment_001	Item	preserves-and-condiments	information	standardised tomato sauce (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_preserve_condiment_001	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_information_food_preserve_condiment_001	failure_food_unusable	evidence_preserves-and-condiments	Processed accompaniments and preserves whose chemistry, composition or economic unit is distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_preserve_condiment_002	Item	preserves-and-condiments	information	standardised mustard emulsion (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_preserve_condiment_002	nutrition_preserves-and-condiments	dietary_preserves-and-condiments	freshness_shelf		route_information_food_preserve_condiment_002	failure_food_unusable	evidence_preserves-and-condiments	Processed accompaniments and preserves whose chemistry, composition or economic unit is distinct. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_001	Item	processed-intermediates	industrial;modern;nuclear;information	standardised refined wheat flour (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_001	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_001	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_002	Item	processed-intermediates	industrial;modern;nuclear;information	standardised corn starch (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_002	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_002	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_003	Item	processed-intermediates	industrial;modern;nuclear;information	standardised malted grain extract (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_003	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_003	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_004	Item	processed-intermediates	industrial;modern;nuclear;information	standardised gelatine powder (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_004	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_004	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_005	Item	processed-intermediates	industrial;modern;nuclear;information	standardised baking powder (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_005	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_005	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_006	Item	processed-intermediates	industrial;modern;nuclear;information	standardised dried yeast (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_006	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_006	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_007	Item	processed-intermediates	industrial;modern;nuclear;information	standardised cocoa powder (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_007	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_007	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_008	Item	processed-intermediates	industrial;modern;nuclear;information	standardised meat extract (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_008	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_008	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_009	Item	processed-intermediates	industrial;modern;nuclear;information	standardised vegetable concentrate (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_009	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_009	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_010	Item	processed-intermediates	industrial;modern;nuclear;information	standardised custard powder (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_010	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_010	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_011	Item	processed-intermediates	industrial;modern;nuclear;information	institutional refined wheat flour (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_011	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_011	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_012	Item	processed-intermediates	industrial;modern;nuclear;information	institutional corn starch (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_012	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_012	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_013	Item	processed-intermediates	industrial;modern;nuclear;information	institutional malted grain extract (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_013	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_013	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_intermediate_014	Item	processed-intermediates	industrial;modern;nuclear;information	institutional gelatine powder (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_intermediate_014	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrialised_food_intermediate_014	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_intermediate_001	Item	processed-intermediates	industrial	standardised refined wheat flour (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_intermediate_001	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrial_food_intermediate_001	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_intermediate_002	Item	processed-intermediates	industrial	standardised corn starch (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_intermediate_002	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrial_food_intermediate_002	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_intermediate_003	Item	processed-intermediates	industrial	standardised malted grain extract (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_intermediate_003	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_industrial_food_intermediate_003	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_intermediate_001	Item	processed-intermediates	modern	standardised refined wheat flour (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_intermediate_001	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_modern_food_intermediate_001	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_intermediate_002	Item	processed-intermediates	modern	standardised corn starch (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_intermediate_002	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_modern_food_intermediate_002	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_intermediate_003	Item	processed-intermediates	modern	standardised malted grain extract (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_intermediate_003	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_modern_food_intermediate_003	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_intermediate_004	Item	processed-intermediates	modern	standardised gelatine powder (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_intermediate_004	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_modern_food_intermediate_004	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_intermediate_001	Item	processed-intermediates	nuclear	standardised refined wheat flour (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_intermediate_001	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_nuclear_food_intermediate_001	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
nuclear_food_intermediate_002	Item	processed-intermediates	nuclear	standardised corn starch (nuclear form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Nuclear Era	ingredient_nuclear_food_intermediate_002	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_nuclear_food_intermediate_002	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_intermediate_001	Item	processed-intermediates	information	standardised refined wheat flour (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_intermediate_001	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_information_food_intermediate_001	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
information_food_intermediate_002	Item	processed-intermediates	information	standardised corn starch (information form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Information Age Era	ingredient_information_food_intermediate_002	nutrition_processed-intermediates	dietary_processed-intermediates	freshness_shelf		route_information_food_intermediate_002	failure_food_unusable	evidence_processed-intermediates	Consumed food-production intermediates, excluding raw crops, chemical reagents and packaging materials. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_001	Item	desserts	industrial;modern;nuclear;information	standardised set jelly (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_001	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_001	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_002	Item	desserts	industrial;modern;nuclear;information	standardised milk ice (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_002	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_002	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_003	Item	desserts	industrial;modern;nuclear;information	standardised custard pudding (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_003	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_003	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_004	Item	desserts	industrial;modern;nuclear;information	standardised fruit pudding (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_004	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_004	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_005	Item	desserts	industrial;modern;nuclear;information	standardised sponge pudding (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_005	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_005	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_006	Item	desserts	industrial;modern;nuclear;information	standardised chocolate confection (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_006	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_006	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_007	Item	desserts	industrial;modern;nuclear;information	standardised caramel sweet (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_007	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_007	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_008	Item	desserts	industrial;modern;nuclear;information	standardised wafer biscuit (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_008	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_008	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_009	Item	desserts	industrial;modern;nuclear;information	standardised frozen fruit ice (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_009	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_009	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_010	Item	desserts	industrial;modern;nuclear;information	standardised sweetened rice pudding (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_010	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_010	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_011	Item	desserts	industrial;modern;nuclear;information	institutional set jelly (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_011	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_011	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_012	Item	desserts	industrial;modern;nuclear;information	institutional milk ice (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_012	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_012	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_013	Item	desserts	industrial;modern;nuclear;information	institutional custard pudding (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_013	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_013	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_014	Item	desserts	industrial;modern;nuclear;information	institutional fruit pudding (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_014	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_014	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_015	Item	desserts	industrial;modern;nuclear;information	institutional sponge pudding (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_015	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_015	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_016	Item	desserts	industrial;modern;nuclear;information	institutional chocolate confection (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_016	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_016	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_017	Item	desserts	industrial;modern;nuclear;information	institutional caramel sweet (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_017	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_017	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_dessert_018	Item	desserts	industrial;modern;nuclear;information	institutional wafer biscuit (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_dessert_018	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrialised_food_dessert_018	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_dessert_001	Item	desserts	industrial	standardised set jelly (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_dessert_001	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrial_food_dessert_001	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_dessert_002	Item	desserts	industrial	standardised milk ice (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_dessert_002	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrial_food_dessert_002	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_dessert_003	Item	desserts	industrial	standardised custard pudding (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_dessert_003	nutrition_desserts	dietary_desserts	freshness_shelf		route_industrial_food_dessert_003	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_dessert_001	Item	desserts	modern	standardised set jelly (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dessert_001	nutrition_desserts	dietary_desserts	freshness_shelf		route_modern_food_dessert_001	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_dessert_002	Item	desserts	modern	standardised milk ice (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dessert_002	nutrition_desserts	dietary_desserts	freshness_shelf		route_modern_food_dessert_002	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_dessert_003	Item	desserts	modern	standardised custard pudding (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dessert_003	nutrition_desserts	dietary_desserts	freshness_shelf		route_modern_food_dessert_003	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
modern_food_dessert_004	Item	desserts	modern	standardised fruit pudding (modern form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Modern Era	ingredient_modern_food_dessert_004	nutrition_desserts	dietary_desserts	freshness_shelf		route_modern_food_dessert_004	failure_food_unusable	evidence_desserts	Distinct later desserts; flavour alone does not justify another base unless it changes ingredients, taste and economics materially. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
